"","서울","수원신갈","기흥","오산","안성","천안","목천","청주","남청주","신탄진","대전","옥천","금강","영동","황간","추풍령","김천","구미","남구미","왜관","서대구","북대구","동대구","경산","영천","건천","경주","서울산","통도사","양산","부산","군북","장지","함안","산인","동창원","진례","서김해","동김해","북부산","서순천","순천","광양","동광양","옥곡","진월","하동","진교","곤양","마산","축동","사천","진주","문산","진성","지수","함양","성산","고령","해인사","남원","순창","담양","남장수","지리산","가조","거창","군산","동군산","서천","서서울","홍성","광천","대천","춘장대","매송","비봉","발안","서평택","송악","당진","서산","해미","서김제","부안","줄포","선운산","고창","영광","함평","무안","목포","무창포","울산","논산","익산","삼례","전주","서전주","김제","금산사","태인","정읍","백양사","장성","광주","동광주","창평","옥과","곡성","석곡","주암","승주","내장산","남천안","정안","남공주","탄천","서논산","연무","지곡","남대전","판암","덕유산","무주","장수","서상","동서울","경기광주","곤지암","일죽","서이천","음성","진천","증평","서청주","오창","금산","추부","생초","산청","단성","서진주","청북","송탄","서안성","상주","선산","감곡","북충주","충주","현풍","창녕","영산","남지","칠서","칠원","마성","동수원","용인","양지","덕평","이천","여주","문막","원주","새말","둔내","면온","횡계","장평","속사","진부","북수원","부곡","동군포","군포","군자","서안산","안산","춘천","홍천","칠곡","다부","가산","군위","의성","남안동","서안동","예천","영주","풍기","횡성","북원주","남원주","신림","제천","단양","북단양","남제천","강릉","현남","북창원","서부산","장유","가락","계룡","북대전","유성","서대전","안영","화원옥포","달성","남양산","물금"
"동수원",2324934,88492,237056,199062,160805,132296,23145,46819,11765,13976,24715,4959,280,2148,1103,665,5084,8044,2025,1168,13147,8496,4536,1857,2664,423,5421,913,504,810,6632,179,62,404,3664,279,106,371,333,1456,52,720,410,42,340,245,341,496,139,0,59,4252,1485,400,354,55,927,21,52,123,455,20,1,29,461,116,573,5671,5473,4649,1662746,24854,6534,13484,1810,112508,98085,40912,42318,32622,22636,30999,11150,1121,2861,917,1174,1559,1857,1354,2245,8980,2070,4041,854,9467,1770,13505,1647,484,382,1276,3336,814,985,20970,17,0,0,0,1,6,7,274,15371,11888,2441,1686,3975,3579,478,868,2719,3283,486,1404,721,5910,836,8473,40891,23754,34237,12054,15691,5119,11055,2206,2011,383,353,1013,2042,9767,41941,17587,281,539,36256,7825,36906,0,2,8,21,66,0,4781,226783,463682,305823,88241,160986,108019,29866,29913,16205,9312,11420,8281,7474,3396,10517,1947975,214922,322054,479681,1657076,467146,292901,15957,16221,1804,140,222,540,668,1626,10573,1428,2707,11494,5617,2152,42768,10489,25796,2433,5315,2800,49330,39540,273,2176,289,206,1175,23092,16190,4525,1695,18,0,606,430
"마성",619419,273567,50826,43667,18680,36011,3575,8220,1762,3213,7544,655,30,240,108,133,1055,2172,392,206,3963,2146,1026,295,644,109,1201,382,152,282,2424,64,13,121,1205,84,33,176,121,675,10,129,209,13,100,29,37,55,10,0,7,1091,380,77,93,34,128,5,10,6,35,5,0,2,42,11,79,955,887,400,116866,1842,505,1818,102,10584,4260,2538,2552,3125,2252,4301,1274,68,232,83,58,118,132,113,124,822,146,1638,241,3255,609,4540,551,133,108,367,981,232,281,6358,2,0,0,1,0,0,0,69,2479,2688,409,263,783,728,75,156,784,410,46,191,121,24750,459,1082,2958,3080,2911,1614,1961,6019,5578,220,304,61,93,207,930,1731,5569,1082,42,98,3115,1206,5975,0,1,2,2,10,0,224566,2819,29457,22973,6707,16015,8727,3580,2447,1075,677,1258,862,410,182,638,169385,13342,20571,37937,146479,27873,27001,3267,1483,660,35,131,41,63,168,1285,113,282,1347,453,274,8182,462,3242,246,913,360,7845,4287,100,1051,158,39,241,5747,3698,1424,553,3,0,288,115
"용인",1643972,228407,114402,98989,40675,60632,9957,4848,7938,9666,11830,2349,91,702,484,420,3381,3603,1171,1250,11598,3624,2108,1255,1109,215,2263,732,413,555,3435,87,16,268,1572,142,141,263,201,801,17,276,252,31,170,78,296,144,68,0,12,1601,618,95,112,22,310,6,29,28,174,7,3,10,145,41,167,1492,1754,1262,395581,5105,1706,3627,497,31388,23027,10322,9731,8724,5939,7272,2685,231,669,224,161,399,480,401,523,2766,801,2446,810,5468,1068,7369,980,293,210,748,2013,446,587,11306,7,0,0,0,0,3,3,136,12130,7524,816,858,1974,1579,277,429,1590,743,116,796,223,35289,760,4321,18098,10144,20655,10869,12245,21968,13678,810,896,443,182,323,778,5383,17777,1428,123,256,22341,4043,19257,0,0,3,2,30,0,443791,19609,5868,206822,45353,71403,43834,17666,13328,5589,4020,3978,3086,2686,1281,3672,596833,51305,65150,143953,443929,137070,81251,6633,4597,1052,128,294,384,366,781,4834,579,1160,4878,2744,1157,24992,6375,11575,1138,2139,1126,24354,15816,130,1841,188,104,1190,8602,6108,2321,961,4,0,394,301
"양지",1186198,173723,61450,41732,7412,14407,2200,725,2376,3909,7376,1018,48,304,246,234,1225,1532,470,331,4866,2470,1220,686,627,112,1128,274,179,249,1475,39,10,106,704,51,40,94,75,634,9,128,166,20,72,74,111,51,21,0,8,694,250,55,64,11,124,2,8,19,96,27,2,7,42,42,75,406,406,413,348169,1956,741,1163,143,22109,11248,5754,4231,2619,2475,3169,1210,42,153,57,58,92,83,56,116,642,180,1282,511,1695,337,2128,294,86,68,186,663,122,239,3169,6,1,0,0,2,1,1,34,1421,1073,193,158,352,307,84,173,647,408,72,283,113,212702,6899,15115,8583,7246,14249,6711,8350,15366,9702,405,522,116,57,224,421,1941,3096,474,138,167,40391,5704,19867,0,0,2,5,16,0,345052,27462,190137,3008,10789,110561,81046,31413,21630,10226,6230,6403,4836,4701,2380,5953,460521,48412,59652,106809,408710,116361,56216,8881,7842,677,111,302,470,342,943,4859,684,1320,5593,4909,1413,31732,16503,14220,1397,3177,1548,28296,20421,47,695,58,35,578,4122,3333,1070,488,1,0,148,91
"덕평",192773,52637,14346,12446,3035,5763,496,145,2410,4877,3919,848,22,262,134,118,1084,1897,487,483,3606,1454,931,870,314,53,1349,129,214,238,1052,20,3,50,614,58,25,106,144,364,12,92,130,8,36,27,23,49,8,0,3,461,225,35,63,6,81,2,2,8,61,8,0,4,52,12,60,89,102,104,61191,887,278,412,52,4355,2645,1900,1466,1008,881,1419,567,10,42,8,7,13,33,27,30,168,83,848,921,2085,294,1807,308,92,51,483,760,115,165,3386,4,0,0,3,1,4,2,25,491,390,71,41,86,62,79,278,505,361,38,377,82,188510,8958,14785,15325,3981,10352,5588,4600,10719,6512,270,307,269,41,104,254,666,1203,190,72,105,11539,2274,8607,1,0,2,3,7,0,68961,6053,33578,20247,190,63383,29808,10369,7421,4025,3203,3313,2178,1800,841,2095,76630,8723,12077,18939,81993,16384,11946,3282,3024,385,49,191,216,217,327,1691,274,496,1842,1668,552,11461,2891,4432,426,847,549,10774,7686,39,1006,40,20,986,2818,2241,755,344,3,0,121,228
"이천",241861,147920,55762,38551,4974,11345,736,168,19129,14521,25246,3060,103,1027,465,307,3073,4595,1529,983,12437,4193,2655,1149,1130,221,2877,579,623,685,4135,103,23,148,1499,272,100,154,294,797,43,618,483,45,191,105,182,240,65,0,19,2044,1121,212,219,27,509,4,19,23,358,16,8,17,295,113,221,272,215,435,168421,2367,719,1516,192,13409,8238,3974,3458,2637,2062,3032,1058,33,125,47,47,59,84,66,138,627,256,3721,5781,10350,1555,18413,1881,553,309,1269,4565,681,939,19485,11,0,0,0,0,7,11,137,689,504,306,204,186,240,312,833,2315,1341,248,1997,415,1055181,61766,176253,66501,13572,29200,19454,13986,75242,32283,1110,1522,441,195,585,945,1964,3589,310,213,363,69158,11479,46297,0,0,4,5,31,0,164545,17440,76026,116978,90448,2637,80237,33420,32723,13060,9435,5966,5135,5872,2215,7217,180100,26554,20245,55031,236817,57104,32135,11583,6403,1670,435,1484,1111,750,1352,7353,1013,1885,7819,5229,2718,57072,8115,23413,1640,3253,1999,45977,28742,86,2335,142,96,1552,10003,9646,4743,1306,3,0,473,268
"여주",194417,82739,21169,21578,2782,5938,523,86,4386,6705,11013,1861,36,584,224,135,881,767,192,195,8879,2595,1354,706,552,143,1389,318,571,650,1906,48,6,45,281,30,6,28,61,147,24,255,363,18,226,89,79,136,32,0,29,928,403,167,69,6,232,0,5,11,159,10,2,3,121,11,112,166,110,203,107317,1382,465,1001,97,7444,4628,2513,2073,1857,1380,2118,1443,17,84,35,21,24,60,56,68,379,221,1520,2428,4669,807,5579,764,260,124,633,2406,331,510,9855,20,1,0,0,0,3,1,89,412,450,146,87,101,155,130,254,1281,609,107,744,168,757218,36317,91841,32460,11149,9483,9729,5946,20044,11727,658,1034,172,126,225,609,901,1539,198,187,213,26799,9456,39323,0,0,1,0,6,0,112652,10334,46301,81191,38987,80522,1188,23164,28608,12796,6870,4765,4171,5198,1994,5868,119038,9329,13400,33987,143077,29471,22440,13995,8882,1417,448,1086,636,468,945,5113,725,1238,4736,6191,3049,36952,6407,16942,1066,2738,1217,34478,19690,12,209,22,31,876,6561,6184,2871,752,3,0,224,107
"문막",89311,25900,12575,9826,1688,3216,231,43,2133,4004,4411,950,21,236,81,53,194,127,49,65,18912,5248,2742,1577,1144,282,4262,593,454,730,3606,2,0,8,21,2,0,1,5,16,17,80,86,46,29,43,95,38,9,0,3,191,160,29,8,0,56,0,0,0,75,17,1,4,39,7,14,105,59,93,50083,574,191,1121,36,2963,2541,1270,1610,1102,946,1069,319,6,40,15,13,11,15,20,35,180,145,2815,1229,2824,311,2442,356,129,47,181,1041,133,298,3152,2,0,0,0,0,3,1,37,298,192,41,39,53,37,31,169,478,255,36,268,66,275898,11518,36066,22099,3798,4632,4718,2408,8723,5893,201,297,27,15,66,165,448,949,300,35,24,7692,928,4832,0,0,0,0,1,0,28817,4022,16911,27709,10834,32330,34603,1287,89323,50887,24010,16256,12776,16810,6916,17322,40354,4037,6750,13361,61900,14889,9338,47280,21190,3237,1598,4351,2629,8667,2915,12873,2124,3614,16524,38948,8905,59167,48001,91096,3823,11491,5371,88153,47538,1,11,2,1,356,2705,2752,1337,290,0,0,488,252
"원주",57620,20110,5428,8580,2807,3790,205,40,2890,4424,8369,802,18,154,70,43,191,45,12,40,8007,1679,991,428,315,65,758,217,160,193,1309,0,0,1,11,2,0,0,2,2,6,96,64,291,45,57,42,34,9,0,3,189,90,44,6,0,60,0,0,0,46,3,0,1,26,2,8,112,96,111,38150,559,167,415,29,2419,1481,844,1001,1167,1266,1034,417,6,34,11,14,16,7,24,29,215,92,1299,1447,3253,425,3056,413,101,60,224,1276,148,300,3635,4,0,0,0,0,1,0,38,147,141,45,34,44,47,21,201,610,226,54,410,39,223961,8758,29568,26516,2740,4284,3997,2570,14056,5297,308,347,21,38,69,153,403,984,98,18,15,6691,577,2880,0,0,0,0,0,0,29157,2755,13071,19155,7738,31903,38542,109715,1928,48950,131012,58762,28256,76541,18289,43532,37184,2937,3517,13820,68554,11053,7768,50154,13553,1210,422,1247,601,1151,874,2917,1364,1600,5282,2789,4585,23799,10308,34758,1869,3714,2499,240102,80969,0,4,1,0,884,3427,4356,1504,573,0,0,142,79
"새말",33575,11712,2548,3084,544,2631,90,24,606,1794,2002,196,7,47,19,8,105,8,8,32,3838,1013,797,218,175,46,752,134,69,110,641,1,0,0,2,0,0,1,0,0,0,26,20,2,11,25,21,4,1,0,1,73,29,8,1,0,15,0,0,0,21,2,3,0,12,2,3,39,32,56,21819,259,65,141,9,1431,553,335,184,831,713,407,171,3,24,6,4,11,7,14,11,100,30,493,561,824,120,1127,161,43,12,81,892,52,88,2642,0,0,0,0,0,0,0,13,82,68,28,21,21,21,14,63,285,113,52,157,10,131892,5086,12502,9211,1482,1171,1115,689,4116,1587,107,193,6,8,26,36,144,317,47,4,1,2453,221,1133,0,0,0,0,0,0,16485,1223,5718,10747,4098,13730,20025,63191,63706,762,55422,35889,29770,56674,15527,40712,21768,1732,3105,8259,38112,5530,5079,5419,2802,2648,255,571,270,225,355,2272,512,426,1976,1188,3277,41347,4526,11251,982,1507,1425,256700,57488,0,0,0,0,132,1203,1114,476,150,0,0,62,302
"둔내",35539,8015,1482,1658,466,997,33,14,265,726,1119,83,2,6,6,4,25,17,6,9,3246,1293,506,131,146,44,551,134,57,46,550,0,0,1,2,0,0,0,0,0,1,17,26,1,9,1,12,5,1,0,0,26,19,1,0,0,11,0,0,0,11,1,0,0,5,0,2,14,19,15,14439,77,39,77,4,985,359,182,152,200,156,229,87,0,6,2,4,5,3,2,3,24,14,851,154,303,33,466,51,18,7,35,182,19,18,673,0,0,0,0,0,0,0,6,87,46,9,6,16,5,16,55,128,112,6,74,6,91918,3012,6680,4779,1025,701,625,374,1971,1103,43,91,3,2,13,18,81,222,21,2,6,1653,206,883,0,0,0,0,0,0,9229,786,4006,5281,3208,9503,10574,29486,142533,65313,397,23583,18935,23460,9257,17183,14693,1032,1702,3829,19966,2326,2570,4225,2728,1393,213,643,210,172,248,1476,440,397,1690,760,2310,30543,2116,8414,547,1120,662,49528,23264,0,1,0,0,60,873,679,286,126,0,0,44,22
"면온",45300,9389,1922,1262,422,1303,43,8,604,705,1036,101,3,15,4,0,21,34,9,11,3156,1525,575,113,167,34,389,125,70,45,564,0,0,0,5,0,0,0,0,1,0,8,15,1,3,4,1,14,0,0,0,15,17,1,1,0,15,0,0,0,9,1,0,1,3,0,2,11,5,12,14749,136,16,111,1,855,174,123,112,117,131,258,56,3,3,1,0,1,3,2,3,16,14,493,115,385,49,432,108,11,1,18,93,9,34,646,0,0,0,0,0,0,0,1,50,22,4,5,9,12,3,123,98,121,6,27,7,112956,3040,5849,3426,1006,335,497,240,1634,899,17,46,2,5,12,28,72,185,17,8,4,1105,142,673,0,0,0,0,0,0,9428,1538,3658,5231,2837,6292,8422,21780,62313,36228,23105,376,20450,12012,13476,27823,11004,951,1408,2986,16504,1663,1999,3782,2299,1071,141,1293,156,131,189,1110,347,274,887,569,1298,14362,619,2992,308,609,311,52404,21275,0,2,0,1,42,1239,629,216,63,0,0,56,18
"횡계",38306,6902,1062,1259,410,995,37,10,322,1014,1399,141,6,19,10,3,36,19,6,10,4867,1854,653,127,164,47,412,123,51,88,835,0,0,0,3,0,0,0,0,1,1,28,33,2,13,3,4,7,1,0,4,33,23,4,0,0,19,0,0,0,24,1,0,1,44,0,6,19,19,15,11861,120,38,88,2,786,251,118,95,194,234,551,147,1,13,3,1,3,8,2,9,57,10,709,172,447,75,620,112,28,13,32,280,31,60,1306,2,0,0,0,0,0,1,8,28,46,16,6,10,7,10,26,172,240,21,70,18,101927,2661,5103,3655,759,462,595,520,2157,1294,36,80,9,7,23,41,68,184,17,4,12,1757,169,968,0,0,0,0,0,0,7395,1007,2960,4309,1934,5621,8479,18842,34494,31633,17320,21204,1926,60577,18261,77541,9498,3998,1114,2303,15231,1553,1940,5624,2261,1029,223,953,173,157,271,1167,519,295,995,664,1415,11007,494,2688,406,571,298,294829,74512,0,1,0,0,60,1543,946,311,156,0,0,85,39
"장평",19041,6130,1066,1185,297,751,51,7,228,667,1027,104,3,20,6,3,21,9,6,5,2851,711,326,92,82,24,257,69,29,41,421,0,0,3,1,0,0,0,0,1,1,21,14,0,14,37,4,18,1,0,0,21,18,2,2,0,12,0,0,0,5,0,1,0,7,1,2,20,12,12,10817,143,32,79,7,731,287,156,91,217,208,302,75,1,6,0,1,4,3,4,7,55,8,436,166,404,76,566,141,98,29,54,291,24,42,816,0,0,0,0,0,1,0,6,37,27,8,5,8,6,1,29,147,56,7,78,8,64644,2685,5717,3183,565,441,508,407,1487,806,39,76,3,5,10,27,64,109,19,2,1,1243,100,724,0,0,0,0,0,0,7345,556,2794,4222,1853,5384,9543,20964,82727,64063,21507,14681,63879,341,17579,76945,9192,736,1242,3261,17142,2420,2480,5576,2078,715,140,486,372,149,192,693,336,218,860,720,1434,17568,852,2132,291,399,228,192085,64079,0,3,0,0,80,628,610,255,79,0,0,55,21
"속사",6734,3027,508,761,133,390,23,2,117,430,446,49,1,16,3,3,12,4,5,3,1332,324,148,40,24,23,142,26,15,20,163,0,0,0,0,0,0,0,0,0,0,19,11,0,4,0,2,16,0,0,0,5,4,3,1,0,14,0,0,0,9,0,0,0,14,0,0,6,8,7,4107,39,9,34,2,369,138,80,46,73,104,124,47,2,6,0,2,0,6,7,1,20,1,225,146,231,54,234,79,25,5,21,166,8,19,536,0,0,0,0,0,0,0,1,25,28,6,4,6,8,0,8,53,21,3,44,11,22514,945,2107,1648,269,186,265,238,785,519,17,21,1,0,2,15,68,82,12,1,1,714,74,353,0,0,0,0,0,0,3373,205,1208,2180,856,2292,4246,10285,24589,20893,9767,12637,16834,20318,110,4925,4499,485,868,1442,7395,943,1174,1469,737,419,69,237,93,72,88,301,157,124,433,292,700,6866,490,1347,224,161,126,48605,9994,0,1,0,0,32,238,310,103,60,0,0,23,8
"진부",23477,7556,1349,1842,399,1050,46,12,418,1051,1797,167,1,41,12,4,17,13,4,17,4003,1097,442,129,83,37,324,128,100,82,527,0,0,0,2,0,0,1,0,0,1,18,20,1,11,9,6,6,0,0,0,36,17,5,3,0,29,0,0,0,22,1,0,0,32,3,1,21,13,30,12981,154,48,125,5,941,401,180,165,278,230,406,116,5,14,2,2,9,4,5,5,53,20,400,353,666,132,682,162,26,10,47,438,32,40,1208,0,0,0,0,0,0,1,9,53,48,9,8,8,15,11,54,198,82,6,172,12,78968,3209,6123,5040,670,502,728,518,2314,1391,82,94,14,10,23,36,130,214,34,3,4,1654,146,854,0,0,0,0,0,0,9362,713,3325,5509,2204,6458,11484,24915,49457,46224,15719,30003,68007,77822,10311,2679,11830,879,1664,3672,19955,2671,2908,6292,2742,812,200,600,216,151,188,863,458,262,1224,862,1711,16499,821,3200,538,501,397,212817,39749,1,0,1,0,79,1062,989,403,160,0,0,82,23
"북수원",210445,800287,387374,312521,281872,237137,53005,119318,32453,39911,54697,14114,549,5259,3150,2142,19311,25212,7445,4362,38788,16752,9111,6827,6305,954,12621,2775,1826,2468,13783,429,115,926,9138,692,341,821,859,2993,103,1276,896,151,658,678,1032,1168,267,0,118,8723,3999,682,700,201,2120,37,152,246,927,32,6,37,1304,409,1206,3628,4583,2680,433658,10279,2727,6073,839,12718,15569,11851,22741,14096,8890,12151,4134,986,1896,692,652,1040,1053,1002,1157,4886,936,11515,1930,19602,3638,27800,3276,963,786,2697,6763,1756,2042,43763,20,0,1,2,3,9,16,604,50642,29851,4516,3313,8747,6768,1399,1658,6096,6816,1481,3813,1882,3185,706,7859,54595,18421,67755,26277,34507,16399,21009,5826,5310,2355,897,2201,3817,5136,51053,27447,552,1450,71738,13019,59365,0,4,13,42,268,0,1851917,196250,654712,435194,94406,189021,116679,45167,42064,22554,15346,13870,10786,9824,4604,13428,3202,25676,36271,22610,579865,109420,54191,9815,12533,2958,229,403,990,1311,2966,16462,2720,4467,19339,7095,3275,55737,16501,37082,3680,8896,4198,71371,52620,591,6741,692,1014,3309,42177,27941,9880,3593,30,0,1480,1300
"부곡",20323,67964,24479,30387,27071,21953,4188,9780,4761,6359,4067,1419,93,457,317,135,1122,1791,825,345,5594,1274,705,330,572,133,950,325,355,487,4032,55,13,85,1690,92,73,137,133,1952,9,95,79,534,118,109,78,78,16,0,20,852,265,65,64,8,128,3,20,15,59,4,0,5,91,11,105,1459,2794,1432,399550,6525,2343,3694,488,9911,10538,11382,24636,11699,7489,8388,2935,517,1052,389,303,547,535,448,723,2287,626,1103,152,1534,287,2109,241,75,59,207,512,131,159,3328,1,0,0,0,0,1,0,44,5239,3231,391,260,871,683,114,299,776,479,141,370,131,424,97,1283,3481,2080,5486,2588,2952,1126,1491,561,629,985,94,236,340,3428,5253,2610,34,111,5938,747,4241,0,0,1,4,36,0,164173,13171,42757,35602,7775,24069,8142,3665,3190,1532,948,1026,650,753,464,941,15676,81,59039,25507,497550,144665,39742,981,1273,265,564,24,80,99,249,1201,222,421,1636,537,236,3712,1394,3128,340,693,279,5310,4977,115,7098,180,111,264,3188,2162,943,460,4,0,327,1210
"동군포",20918,99296,35024,27740,18693,16937,3937,9234,5780,7033,6584,1690,39,966,345,184,3460,2904,480,1024,15289,3691,1856,1150,1518,81,1637,582,159,618,1811,37,21,893,2853,228,241,301,60,2037,14,109,78,34,53,50,27,52,15,0,13,1094,588,70,84,12,389,4,13,18,68,1,0,9,101,15,97,4,10,2,13,9,2,14,0,1,2,9,49,11,9,11,3,5,1,1,0,3,2,1,2,8,1,2671,154,2834,518,3946,474,131,104,383,982,237,279,6221,0,0,0,0,0,0,0,73,8515,6071,866,221,733,456,80,103,458,710,100,242,682,159,46,871,3169,1496,5122,1815,2246,952,2042,814,438,395,132,224,1198,65,2354,1998,46,317,5210,957,4475,0,0,2,3,18,0,238965,15371,43503,43443,11824,15129,8749,4588,2724,2149,1059,1107,902,705,370,1746,28960,41700,29,8,7,3,3,521,946,274,18,25,91,71,169,1041,185,307,1795,1066,156,4446,1263,3206,234,652,271,7519,4372,61,2481,70,50,1117,3006,2130,791,249,4,0,184,2687
"군포",45755,216712,44775,29326,21934,26163,5805,17267,2894,4721,8885,2276,94,1055,621,281,2614,3327,1009,638,6699,3084,1792,806,1313,175,2552,547,223,477,2775,87,33,204,1597,161,110,198,163,543,22,214,162,24,147,90,167,196,50,0,34,1624,614,138,181,17,379,7,27,51,138,7,1,7,204,49,262,4042,8867,3915,1013627,16188,5163,7943,1276,10908,14042,19906,56959,24371,17728,18140,7092,1783,3345,1408,990,1888,1479,1285,1996,6046,1411,2071,401,2495,487,3723,422,122,103,354,883,236,283,6058,4,0,0,0,1,0,5,74,3757,3379,729,511,1561,1204,321,251,1111,1183,290,615,321,796,282,3653,15723,7185,15974,6023,9257,2464,4166,923,819,229,149,385,817,6617,7096,3522,134,244,20757,3580,21906,0,2,6,9,26,0,464003,45038,149852,93332,22916,53991,31977,14854,15381,8118,4659,4207,2814,3438,1524,4290,33736,36534,23,856,1503834,305700,69387,3682,5364,667,42,114,305,392,1049,5730,969,1695,9511,2505,995,18437,5468,17712,1319,2810,1327,25047,17530,125,1253,262,195,474,5471,4630,1779,590,10,0,331,147
"군자",71937,656115,275879,307086,284220,335426,90746,209424,67461,84638,111352,31186,820,12421,7285,4703,40176,43215,15691,12499,112995,36169,22410,17618,21182,2589,41760,6864,6255,8459,43115,1647,1036,3810,31646,4456,2574,3971,3663,13034,227,2477,1881,714,1949,1737,1901,2596,796,0,420,29953,12847,1926,2412,481,4320,98,286,413,1495,64,13,65,2390,780,2563,60895,195617,62265,749535,156762,50072,85686,12431,341443,717982,459832,796903,380445,251617,289217,83989,25898,52161,21612,13274,29066,22536,19280,20424,91861,14320,36380,4277,30176,5688,43038,5065,1464,1203,4101,10471,2822,3300,70149,30,1,1,2,8,12,26,962,88148,67645,10066,6843,20895,14455,3040,4218,13454,13617,2696,6970,3327,2018,685,8166,65474,19807,92011,39211,54565,18944,26703,12276,13414,5950,1931,4706,8227,231288,158184,55502,1187,2994,92550,18341,97122,0,11,34,84,718,0,1518389,151272,434626,340707,88052,212852,126432,63821,74569,35877,21014,19589,16020,16787,6825,21312,599332,480061,12,1516086,694,151,3135211,11519,16569,7327,436,708,1504,2058,5279,29559,4988,9100,36549,10855,5713,79734,23612,80587,7384,14190,6954,135718,96351,1985,35764,4146,3519,10069,61813,55128,21900,8459,68,0,5628,5332
"서안산",65155,165299,72978,68647,54240,54116,17204,36326,11275,15745,15697,5094,181,2289,899,1023,6711,9703,4020,2227,22932,6625,4132,3118,4875,480,7376,1089,1088,1818,6138,251,91,436,4728,543,394,521,865,2350,21,337,243,85,250,391,239,264,87,0,57,3065,1195,243,309,63,626,17,56,67,145,9,1,7,315,67,384,7500,25730,6409,3223097,15770,6322,10407,1508,37064,97307,88841,143081,44981,30202,26244,8989,3209,7378,2990,1666,4457,2965,2497,2577,9994,1764,7028,539,4443,825,6192,743,212,172,590,1519,387,474,10240,1,1,0,0,0,1,8,132,12794,8871,1280,847,3418,1872,477,684,2210,1564,368,1071,477,978,269,4319,15547,7925,30982,10192,17305,4020,6168,1704,2099,1047,220,590,1185,35080,32880,11920,219,656,19312,3368,18085,0,1,4,25,178,0,414783,28784,129431,95313,18446,52857,25907,15179,11034,5540,2467,1868,1525,2524,872,2659,105924,153894,5,332609,2134766,768,31698,3208,4522,1248,67,138,289,343,853,4895,707,1496,6551,2410,801,12939,3647,13875,967,2213,1088,19211,11016,522,4920,417,591,686,8756,7441,3058,1211,15,0,814,1189
"안산",50797,90080,23589,20906,22670,30957,6750,21168,3172,5832,11632,2959,102,1223,604,351,2706,3703,1107,701,7432,3646,2172,1010,1644,195,2858,434,212,475,3287,171,24,175,1795,152,77,173,192,696,19,267,150,29,189,150,139,268,81,0,28,2110,792,144,156,40,461,8,43,40,154,6,2,5,266,56,233,5650,17654,3996,2465321,13889,4697,9763,1129,26204,28951,32671,56177,22708,17462,19998,6469,2674,4955,2491,1614,3719,2533,2169,2186,8994,1340,2523,440,2411,473,3580,399,124,98,354,835,254,280,5931,5,0,0,2,3,2,5,87,4321,4959,919,635,2325,1369,359,363,1418,1447,319,813,393,950,247,2148,8096,4076,9603,4101,5797,1700,2971,1279,1266,207,179,356,910,11018,14024,6424,131,322,9114,2125,12853,0,1,11,17,50,0,223256,25289,72638,41316,12190,26358,18090,8153,6605,4300,2285,2042,1720,2211,989,2812,42248,41179,4,88705,2133783,49911,3135,3076,4568,759,53,69,164,298,777,4332,662,1281,5822,2156,612,11624,3710,11549,974,1908,1006,17938,11783,148,1142,229,125,437,5411,5640,2434,959,2,0,374,192
"춘천",4795,12013,2971,5018,1641,4564,383,52,2794,4743,10998,1019,49,259,118,52,219,124,46,152,44770,10972,6084,2013,2221,459,6038,1238,579,931,8003,2,0,2,8,0,0,0,0,1,13,157,82,7,50,15,44,29,19,0,4,162,101,23,6,2,85,0,0,0,112,3,1,7,64,2,5,162,112,152,4167,819,193,614,76,1069,782,468,595,577,766,1209,415,23,103,24,22,24,37,29,62,401,105,6058,2072,3059,558,5279,681,146,92,399,1326,191,515,6403,2,0,0,0,0,0,3,75,271,292,93,77,86,93,30,206,872,478,66,434,57,4730,621,1881,14685,1084,2807,3746,2416,12097,5685,296,476,34,40,83,174,315,725,111,29,35,5872,806,5230,0,0,0,0,0,0,15410,2700,6252,8859,3672,10422,18194,51487,40807,4651,3184,3507,5555,5165,1043,5817,9120,970,836,2959,12263,3051,3391,778,1198854,13534,2443,8564,4360,2496,4356,18311,7011,5233,17651,364100,192804,306800,26129,96508,5074,9285,5577,65184,14771,0,1,1,0,1039,6757,5722,2008,613,1,0,872,367
"홍천",5944,12682,2807,4710,1255,3169,204,20,2111,4364,5574,833,14,147,59,18,132,57,29,65,27117,6078,3238,1017,1263,295,3355,780,375,545,4506,0,0,3,2,0,0,0,0,4,11,118,85,11,52,288,26,18,5,0,2,184,1124,128,10,0,66,0,0,2,83,3,1,5,40,0,10,104,76,135,6597,533,169,407,33,1454,678,503,633,653,752,1107,362,12,53,10,12,16,29,35,32,212,82,3894,1512,2756,545,3298,435,183,86,274,1109,170,439,4367,3,0,1,0,0,0,1,36,215,235,57,27,64,49,82,173,767,228,30,327,54,6314,543,1228,12101,663,1677,2491,1825,7655,3983,235,323,96,43,198,198,377,579,84,30,19,3920,521,3008,0,0,0,0,0,0,16027,1643,4689,7117,2804,6022,13678,24470,8633,1773,1598,1577,1696,1637,383,1839,11686,1427,1321,4751,19092,4685,5272,1122620,936,4599,1439,4229,2098,1404,2387,9505,3788,2528,9065,35569,46292,104107,9463,38835,2967,5300,2466,12155,3751,1,0,1,0,1128,4109,3252,1709,502,0,0,539,234
