"","가락","가산","가조","감곡","강릉","거창","건천","경기광주","경산","경주","계룡","고령","고성","고창","곡성","곤양","곤지암","광양","광주","광천","괴산","구미","군북","군산","군위","군자","군포","금강","금산","금산사","기흥","기흥동탄","김제","김천","나주","남강릉","남공주","남구미","남김천","남대전","남밀양","남상주","남성주","남안동","남안성","남양산","남원","남원주","남장수","남제천","남지","남천안","내장산","노포","논산","다부","단성","단양","달성","담양","당진","대동","대전","대천","덕유산","덕평","동고성","동광산","동광양","동광주","동군산","동군포","동김해","동대구","동대구.구.","동서울","동수원","동창원","동함평","동해","둔내","마산","마성","망상","매송","면온","목천","목포","무안","무안공항","무주","무창포","문경새재","문막","문산","문수","문의","문평","물금","밀양","발안","백양사","보은","부곡","부산","부안","북강릉","북광주","북단양","북대구","북대전","북부산","북상주","북수원","북영천","북원주","북창원","북충주","북통영","비봉","사천","산인","산청","삼랑진","삼례","상동","상주","새말","생초","서김제","서김해","서논산","서대구","서대전","서부산","서산","서상","서서울","서순천","서안동","서안산","서안성","서울","서울산","서이천","서전주","서진주","서천","서청주","서평택","서포항","석곡","선산","선운산","성산","성주","소양","속리산","속사","송악","송탄","수성","수원신갈","순창","순천","승주","신림","신탄진","안산","안성","안영","양산","양지","여주","연무","연풍","연화산","영광","영동","영산","영주","영천","예천","오산","오창","옥계","옥곡","옥과","옥천","온양","완주","왜관","용인","울산","울산.구.","원주","유성","음성","의성","이천","익산","일죽","장성","장성물류","장수","장안","장유","장지","장평","전주","점촌함창","정안","정읍","제천","주암","줄포","증평","지곡","지리산","지수","진교","진례","진부","진성","진안","진월","진주","진천","창녕","창평","천안","청도","청량","청북","남청주","청주","청통와촌","추부","추풍령","축동","춘장대","춘천","충주","칠곡","칠서","칠원","탄천","태인","통도사","통영","판암","팔공산","포항","풍기","하동","함안","함양","함평","해미","해운대","해인사","현남","현풍","홍성","홍천","화서","화원옥포","황간","회인","횡계","횡성"
"추부",441,12,120,31,380,520,205,1339,523,1124,10282,104,736,6,5,153,3358,1822,3180,15,13,2720,233,13,3,10107,555,457,22975,130,2,3702,257,2137,0,0,215,616,186,19145,122,348,151,12,941,136,568,476,24,4,42,3528,169,76,7129,18,925,1,0,54,703,813,152190,115,7384,330,318,0,291,124,5,1357,261,574,0,25803,1458,704,0,149,92,0,204,44,2600,34,14104,74,17,9,28663,37,45,436,333,92,3137,0,80,146,1200,150,98,367,396,3,75,187,4,2532,29598,1494,354,4534,216,14,252,8,459,942,3841,1911,721,41,372,68,98,156,1164,0,352,114,3525,73175,1966,1575,1638,11804,60,10,2123,1966,36063,241,1433,884,3571,122,16115,1163,106,2,266,2,156,190,308,70,23,390,2082,448,6154,53,668,21,25,36715,970,5778,108884,174,437,1190,178,17,229,25,827,133,7,418,0,9050,6924,13,567,12,1242,33,470,716,451,1607,0,338,97809,3824,23,1525,2750,4964,222,16,10326,83,206,518,43,3256,150,305,1393,37,14,4,10231,816,867,114,524,142,78,347,759,1091,2141,4043,64,33,14387,54,132,3031,29017,6546,119,10608,422,44,71,566,18,656,84,211,82,700,43,5952,47251,315,1341,4,786,226,1649,15,58,23,91,194,154,47,401,104,178,383,85,69,113
"추풍령",110,18,13,33,24,15,292,268,1526,1304,481,167,2,2,0,3,744,49,602,5,50,22365,25,13,16,2205,149,855,185,38,0,997,51,13252,1,0,35,3641,1032,671,171,71,367,19,180,267,16,36,1,3,77,400,24,165,790,21,5,3,0,12,98,1653,19714,21,4,109,1,0,2,14,2,190,120,2231,0,6663,425,113,0,9,3,2,37,2,441,3,2355,24,1,1,23,8,205,20,22,102,250,0,159,180,280,14,11,72,1078,1,9,43,0,11577,2975,314,299,1180,384,4,179,38,2,162,69,0,0,131,100,90,243,6,2,0,104,13,16265,3033,994,588,3,2283,3,9,537,494,7752,468,302,205,10,15,2167,741,153,0,1153,2,615,976,21,14,1,147,455,1720,1508,2,26,1,3,2745,217,1031,2329,207,130,115,23,59,1,2,4857,378,3,853,2,2026,631,2,15,2,2116,34,137,3165,148,1415,0,12,4283,323,19,187,903,526,25,1,54,32,135,6,19,1028,209,31,296,2,1,0,407,2,3,6,12,40,2,17,5,7,15,532,147,10,2327,149,170,562,3648,868,305,322,46781,1,15,43,150,2947,70,1572,6,92,55,57,6091,1192,1420,4,13,41,8,1,9,45,25,16,1027,20,20,30,200,3354,7,6,6
"축동",690,0,45,2,3,642,2,17,0,0,19,23,2272,14,102,14737,46,6213,1,1,2,22,11230,3,1,422,2,1,108,3,0,66,6,13,0,0,2,1,152,87,0,2,77,0,23,2,210,9,17,0,171,65,11,0,54,0,1450,0,0,82,8,1,195,2,215,7,1738,0,3723,2422,15,15,931,0,0,483,31,2213,0,1,2,0,6,0,31,1,348,0,0,0,143,1,9,6,7099,0,13,0,0,0,30,10,0,6,0,23,1,107,0,0,102,6804,14,122,0,1,1370,0,859,10,25290,11078,787,0,75,0,32,1,3535,3,1099,8,0,98,5016,13,132,306,247,0,40,54,564,0,27,42,17335,4,74,184,0,46,20,7,76,38,357,2,1,8,58,0,111,11,1642,107,0,79,24,137,104,0,12,11,16,10,1753,19,0,282,0,0,0,165,28,0,1955,68,8,0,272,0,29,0,0,4,346,20,0,17,124,149,14,3,98,0,946,1284,1,448,8,0,33,0,312,10,32,374,98,1302,9068,490,0,6092,61,1848,86933,31,264,28,575,0,0,70,135,53,0,44,0,94,1,6,18,0,695,0,0,8,0,5223,49,0,0,1,9329,2815,857,1,3,1,27,3,177,12,2,6,2806,0,2,0,1
"춘장대",2,0,0,11,46,0,16,20,18,74,80,2,4,954,63,11,63,60,4521,18495,1,190,3,29427,0,9198,1373,22,61,0,6,842,0,106,34,0,101,36,8,278,1,30,0,0,2256,3,26,67,0,3,3,184,2,1,2,1,1,1,0,198,4701,25,2644,32203,1,39,0,21,102,55,36842,14,1,55,0,198,1500,2,7,35,2,0,95,10,4236,6,44,3318,310,101,24,14620,3,63,2,2,85,18,2,2,7684,41,27,1510,9,3550,8,425,3,147,3514,18,40,617,11,3,2,0,0,10658,13,10,0,1,0,2,14,8,0,3100,4,18,187,1182,19,3125,0,44350,197,2,1321,2313,5182,4,68,0,2,25184,263,5625,4,52,18,946,0,0,0,12,4,1820,1308,49,1659,16,639,23,1,601,832,492,839,2,65,119,6,0,1,697,20,2,2,26,0,1469,85,0,37,108,119,0,2,27,193,83,0,42,10165,485,0,128,2,171,135,250,1,7,3,0,7,4,16,409,1,9,206,1183,179,1,4,0,6,2,11,4,0,22,3,86,1,23,228,3,3,2606,436,73,4,108,24,1,17,70,5,54,1,13,13,2,0,17,744,24,92,5,57,1,6,804,6106,1,1,36,1,18095,32,23,8,6,4,10,15
"춘천",12,5880,9,9095,22346,61,817,373,1817,5284,1468,116,63,26,10,19,1465,384,7622,144,1602,1506,5,196,3169,4054,1572,26,310,71,986,1609,225,1019,1,221,112,207,282,288,534,67,33,3169,577,1566,141,362241,6,4863,21,201,54,858,2493,2224,90,3504,0,153,505,9742,12895,432,77,6063,19,0,45,47,49,420,6,2579,0,2616,10177,9,0,10046,1829,0,1843,3239,522,2308,175,304,32,13,434,84,848,58568,56,256,294,0,922,700,239,202,260,421,4165,45,5816,299,9923,10397,6716,10,1181,3927,532,227686,21,786,55,504,291,2,86,698,577,454,721,2389,53,9,11,93,34732,1819,22,784,81,1562,153,18071,1414,225,1978,846,3253,897,493,90,13465,373,407,15,787,10,24,186,104,139,632,355,310,2642,6026,9,405,18,13868,9774,1294,1084,685,715,17810,23060,87,413,13,55,134,29,4053,1142,3681,2053,8501,990,173,53,568,157,1547,178,4459,6540,0,34194,6561,4527,1707,15590,2406,16087,499,27,615,118,27,5,2824,4913,1252,256,1309,67396,83,21,2791,62,111,3,75,0,3249,19,81,38,182,4020,9,25,3174,377,292,226,2475,18,309,606,33,0,54,15381,2826,10899,29,275,32,445,231,785,1226,1347,5059,17805,105,16,294,20,157,281,6,3267,18,664,1130890,65,7,58,45,3688,442647
"충주",3735,9,169,42024,3258,383,1458,18331,8919,11810,24,1273,37,2,5,37,53183,1002,289,21,21579,15889,430,15,14,58903,15157,1,16,3,3536,4996,6,5456,1,35,11,4665,4827,11,1457,1008,819,6,69,3020,177,1949,9,32,3262,22,2,1694,68,12,22,39,0,27,167,17329,409,98,5,13402,12,0,52,97,1,6685,1378,5668,0,418387,35359,2289,0,1089,589,0,3325,506,3084,523,24,24,1,0,20,9,29999,3271,900,1212,101,1,1859,1188,358,5,382,3569,8593,1,1619,13,45,18223,159,4524,17742,45622,1600,226,1813,45629,42,2030,683,1,28,621,25,1097,34540,850,21,2,2050,8,38031,66,9110,215,14,54611,53,13,15357,41,87144,2481,6908,26,171,9,182,127,674,0,9324,1,1992,2880,6,302,188,97,96,3678,26136,13,435,10,94,222,9529,134,38,3002,26599,41093,6,14589,6,6,152,2502,19,5303,3,3125,99,178,275,4,20,442,45,5401,11494,15358,0,1861,214,221,4,41069,103,1200,18,1,19,886,1795,220,414,175,49760,11,57,135,12,0,51,9,49,99,123,1331,626,226,7,223,485,94,1226,5,272,733,1969,130,85,15,1215,23,154,16,11,3154,98,3899,881,20684,3,14,1058,581,49,2713,9880,32,210,794,96,0,31,389,202,2407,3380,139,1856,481,1009,434,17,689,675
"칠곡",0,426839,0,2429,2920,5,11324,1124,170290,51419,1066,3,0,2,1,0,3892,3,18,6,1093,156845,0,62,180022,6839,767,216,269,30,49,2748,90,35784,0,18,63,117886,894,473,4691,2682,26,152818,454,5214,0,6745,0,11613,2,1434,12,2831,1730,99991,0,7658,0,0,454,30925,15455,40,5,1014,0,0,0,11,15,678,1,158864,0,33611,2615,0,0,179,1049,0,538,115,816,1626,6238,4,0,1,35,48,5777,970,0,1333,3329,0,2950,7734,994,6,572,271,15318,4,520,0,5388,45927,3876,1,8122,4553,30374,413,0,570,0,607,1,0,0,2971,266,2360,8305,751,0,1,1,40,941522,3209,0,1072,1,7248,1,62456,2006,524,16145,5120,474,290,2,59,3842,746,9158,0,7123,1,10,73,9,849,485,601,2371,128098,4510,1,5,0,1157,1898,786,2975,1922,3729,1834,2322,40,2272,0,1,1278,1,65818,46667,10263,5343,1573,76,0,0,1204,1121,121,61891,1252,30623,0,1239,6610,886,149450,2441,1451,916,2,0,7,613,2,0,781,1772,6493,54,121,2882,0,1,595,0,0,0,1,1,793,0,4,0,0,904,4,0,5970,10456,1828,1107,2737,2319,37579,624,3206,0,79,10001,4336,153,0,8,13,440,2018,3,4065,39301,89256,13705,2,0,1,0,59,1039,4,1848,10,99,4068,2491,16,3197,101,1263,1327
"칠서",45836,0,516,326,8,2287,1,126,1,5,51,406,703,96,123,1357,494,9809,0,0,148,612,21461,5,0,1526,133,36,265,23,10,345,19,494,0,0,8,48,2628,48,0,155,1071,0,98,2,528,24,21,1,13889,233,35,0,229,0,653,0,0,139,125,3,1223,6,225,93,196,0,1063,7286,4,135,33160,1,0,4347,302,101339,0,7,13,36,25,0,209,0,951,10,0,1,83,0,547,41,18064,0,343,0,1,1,152,16,74,65,1,54,1,311,0,0,428,168545,480,575,0,1,130008,92,228,99,17313,4,897,0,275,0,594,5,538,5,46890,36,8,346,150477,137,112,1332,303,0,568,131,2031,0,87,409,4900,2,467,304,1,56,512,65,2560,1796,2084,61,0,358,147,0,507,47,5022,120,0,496,148,422,173,2,278,315,44,275,153,42,91,12979,1,1,0,862,262,0,1558,119,129,0,810,3,136,8,0,29,530,383,2,456,820,194,197,16,225,0,53704,13763,3,1527,328,11,103,0,851,56,110,339,290,3281,2557,44502,2,14998,120,3846,16886,253,9892,61,995,1,0,232,344,354,0,87,69,967,0,24,675,1,117,575467,15,65,2,3800,359,0,4,1,6532,22336,1008,1,5,0,986,14,6447,2,18,98,73427,114,20,4,7
"칠원",1,3,7739,6111,244,43130,2,3334,16,11,2442,6588,0,4,0,0,13013,15,9,8,3152,12070,11,3,0,38486,2795,679,96,3,140,7531,4,9448,0,2,143,751,49207,442,4,2267,15564,12,1869,2,114,360,19,9,368107,5521,1,1,247,0,3,10,0,25,1675,11,50253,12,46,2814,0,0,1,91,0,4693,5,6,0,120386,8109,8,0,71,110,5,1030,24,5151,136,19153,2,1,0,21,4,8190,1965,3,0,10774,0,1,2,3451,1,941,1676,4,0,88,5,4,20,12734,44,9825,13776,2,79,16,1804,0,1932,2,7,5,1,25,0,14288,78,9,0,4,20,69,5407,31,3443,19,37352,2,5,11116,4311,91337,2,1451,11,6,4,10243,8152,0,0,10509,4,28870,32715,78,1929,9,2934,5225,3,12068,21,12,0,5,6308,2581,11048,2488,1,6152,7117,10,7210,1,2,1105,223261,9,6,1,20048,4530,5,0,1,2421,0,46,61,4051,4,0,251,11655,2116,5,11979,64,1214,7,0,14,1,11,2,61,97,6333,110,7,9,3,2,1422,34,81,0,0,3,75,1,23,1,9,3877,198391,4,22323,1,1,3956,8487,7064,6,180,1691,0,10,632,15072,16,556143,14130,12,5,0,8,7347,3,22,3,1,6,189,0,115,0,18030,294,91648,53,430,3026,1256600,2051,390,110,146
"탄천",4,0,0,1,12,5,4,10,9,20,26,1,5,7,35,1,29,50,7114,5,0,35,2,37,0,2731,184,8,21,156,0,1943,242,72,0,0,14005,13,0,35,2,14,4,0,123,2,6,14,0,0,0,4526,84,1,124,0,7,0,0,161,263,16,640,20,3,10,0,0,35,18,9,353,2,13,0,217,646,4,0,5,3,0,224,1,770,1,600,73,8,3,14,19,1,11,2,2,21,0,1,1,364,224,19,125,7,18,3,229,0,58,822,18,14,1751,3,0,2,0,2,258,18,21,4,3,600,2,6,3,6,3,3,19181,67,115,25,453,10,4148,339,0,608,1263,25364,3,17,875,20,42,51,292,2,31,5,1,0,6,193,2,1,108,854,4,3359,7,716,39,0,361,243,2107,93,2,30,30,4749,0,1,14,10,2,0,3,0,3890,28,0,6,71,47,0,2696,20,160,28,0,8,1491,54,0,33,2978,30,343,35,36,0,3,0,1,5023,7,2812,1126,2,202,2,56,5,9,1,4,2,2,3,139,3,10,16,2,37,3825,2,4,663,127,57,7,24,6,0,31,18,0,13,2,6,186,599,0,36,128,7,27,0,4,2,10,6,16,0,1,10,0,14,11,6,2,9,0,2,3
"태인",168,4,49,21,261,210,45,788,503,213,2523,134,86,87,667,70,1642,278,85754,0,3,1547,110,1,4,4404,324,41,330,8844,1,3281,14149,631,0,1,1551,292,70,1234,0,396,34,12,249,3,263,368,12,5,27,7340,4384,1,13076,0,105,1,0,1091,138,17,3772,3,816,149,25,6,737,305,26,596,122,160,0,12278,1120,417,1,212,48,0,373,66,1149,18,1146,524,102,42,713,0,25,239,36,4,393,0,1,9,529,8321,142,211,7,5,49,4902,13,407,4401,1364,239,3030,45,12,54,6,36,363,203,1163,86,2,21604,1,109,86,107,10,374,5229,874,9425,992,79,299,6255,1715,7,999,2122,43462,30,926,42970,256,3,3729,376,17,262,155,51,120,84,1466,56,16,89,1444,98,5813,86,4433,259,11,1890,424,3633,4247,2,87,702,2596,7,49,219,192,60,6,189,0,6646,1868,7,159,552,1097,16,1807,195,291,590,0,175,16826,1813,6,1082,13734,2204,7992,412,1259,1,166,37,48,81251,72,1364,23529,39,967,10,3091,121,73,162,48,66,56,81,1324,122,198,1491,55,317,6438,10,91,1070,4833,889,45,491,142,9,4,409,15,139,35,8,510,56,2,465,2626,81,392,0,220,81,151,113,2,0,72,161,98,2,323,71,2387,53,35,43,93
"통도사",2,6405,0,788,40,1,13526,338,9479,72705,108,0,0,0,0,0,3780,1,2,1,145,2646,0,9,355,4141,234,69,42,2,17,1118,13,1319,0,0,25,5248,45,72,3797,95,0,1154,502,88397,0,535,0,356,1,494,0,125325,212,359,1,208,0,0,178,519927,2656,2,0,945,0,0,1,2,0,542,12,12622,0,13029,545,2,0,5,17,19,55,2,737,10,2883,0,0,0,3,5,669,317,1,1940,567,0,58424,867,775,0,72,429,720007,0,12,0,378,13064,606,4,428,2065,14,26,3,128,0,336,2,0,0,3256,13,25798,820,30,0,0,7,4,15104,555,3,331,0,4343,0,516,1950,628,6310,21457,319,53,2,4,1919,810,7,0,310,0,0,4,0,77,13,159,1929,3862,1474,0,0,0,59,1063,164,2720,397,122415,858,643,4,1522,0,0,122,2,1031,10276,157,3020,1038,1,0,0,214,5757,4,4162,849,284347,0,83,956,663,352,1025,155,350,0,0,1,1852,7,0,19,101,285,5,3,150,1,0,235,0,0,0,0,2,83,0,0,0,2,652,0,0,4746,620,10799,2358,1026,859,196,69,115,0,1,334,2402,2074,0,0,1,10,7340,0,1023,4052,58,243,0,1,0,0,10,2095,0,55,0,6,166,132,1,184,12,25,49
"통영",2234,0,1929,109,412,17265,2,1835,2,11,1154,871,2231185,1164,1975,12180,3832,68830,57,15,300,1667,17627,20,0,18902,866,46,6803,279,0,5784,345,527,0,1,267,58,2923,15715,0,154,482,1,1068,4,6820,665,685,1,1160,2324,564,0,2890,0,21909,0,0,4317,472,3,20029,53,12313,393,324654,2,4204,50813,61,1321,6131,3,0,47171,2877,12443,0,35,55,13,918,73,2786,99,9899,114,20,11,8230,13,336,525,10195,0,1003,0,1,0,1091,235,114,458,2,394,247,2267,0,8,5460,90313,579,6913,1,30,3085,81,14,1317,87077,14089,14493,0,4249,0,617,90,9964,15,8453,868,9,8054,59779,1593,2180,18180,5172,3,2092,1711,82189,3,1414,1168,141949,19,8517,1200,1,876,573,651,619,1558,21471,76,18,408,1942,0,11341,870,47231,3047,5,3414,1684,6260,12482,1,507,1697,377,245,87594,894,31,3381,4,1,1,11140,2283,16,13369,2088,437,0,9073,4,1021,17,0,342,14928,1108,0,1783,6131,2600,646,220,3870,0,5115,5458,47,12214,382,177,1430,18,7186,1131,2929,7535,3079,6167,24976,3545,54,7056,3244,8362,375784,1793,2656,1241,10836,1,0,2328,11666,3274,1,4444,44,4689,11,784,544,0,3647,7,90,429,0,102,10056,1,11,1,44045,6715,13646,34,70,1,2809,449,2618,82,465,129,84262,18,55,78,114
"판암",2184,43,181,77,906,964,1187,1663,3289,8428,65240,362,1087,29,59,238,4533,2621,18812,68,17,21323,297,256,51,11160,720,27281,60042,919,0,6498,1881,22054,0,24,887,4072,976,28185,355,1208,688,134,1356,1482,1078,1303,45,8,797,7015,667,896,50801,70,1027,9,0,428,2446,9015,35995,406,5769,661,325,0,213,136,64,1337,652,3658,0,35017,2382,874,0,451,191,0,682,160,2878,245,32925,606,85,38,43467,367,231,810,633,443,6434,0,874,800,1583,744,664,635,4496,52,306,637,28,14958,227191,1197,1563,5632,1091,54,684,25,751,1225,4502,1503,1018,453,4451,386,581,282,865,2,850,312,22053,365686,3484,4863,2194,14578,231,88,2565,2740,41710,1396,1957,6058,4810,895,51809,1798,640,48,2054,14,1167,1585,833,391,73,1628,3094,2900,10614,63,1268,67,46,206579,1155,9277,145671,1140,639,2060,584,23,275,112,33496,1249,25,2376,4,12998,20932,46,969,149,53417,352,7457,3276,1089,7742,0,757,198489,5868,56,2532,23254,5857,1318,75,9583,215,893,194,188,30467,745,743,8292,114,215,13,29536,1267,1001,120,932,301,276,465,1214,466,2349,9855,628,107,36790,472,640,3424,118261,23548,815,68177,7341,76,658,1168,52,3530,343,7603,234,2797,438,10149,414,2350,9285,6,759,391,2792,71,192,399,279,921,1230,279,1035,463,238,14462,281,371,210
"팔공산",2,32240,2,1259,621,7,25873,502,367044,105609,1317,5,0,0,0,0,1821,1,27,5,519,51159,1,30,9593,3235,283,203,123,18,24,1051,17,14171,0,6,25,50568,395,245,13820,1608,6,19767,180,7501,2,1477,0,1935,2,677,4,4498,923,5652,0,1282,0,0,274,45572,6600,29,2,520,0,0,2,5,13,239,0,51012,0,16282,1115,2,0,22,156,0,159,24,339,221,2305,1,0,0,20,11,2164,192,2,3172,2492,0,4339,10357,356,2,260,179,22204,0,110,0,937,48166,2284,8,4544,1636,205721,80,9,349,0,221,5,0,0,5107,91,3811,4437,136,0,0,3,22,283065,2126,0,384,0,3159,0,9127,743,299,8043,8571,171,126,0,19,1730,281,49765,0,3505,0,4,24,12,371,24,245,1501,147906,1800,0,2,1,274,1293,334,1585,772,5322,880,1111,17,1209,0,0,503,0,8868,100879,1663,2657,1180,4,1,0,579,1427,69,94253,412,60911,0,422,3099,343,14395,1093,627,181,1,0,2,1906,1,0,114,708,2679,22,73,510,0,0,211,0,1,0,0,0,155,0,3,0,1,338,3,0,2844,21228,3006,383,1395,1209,288105,314,1287,0,17,1444,2721,32929,3,10,2,73,2774,1,1889,18151,535816,2288,0,0,0,1,129,1419,1,345,11,31,789,866,11,1208,36,274,202
"포항",0,46487,3,4809,72,3,108,2814,12263,167,3958,3,0,2,0,0,8939,8,93,9,2584,90538,1,488,3082,20896,2238,918,534,100,142,5322,223,27124,0,3,233,81469,916,1045,10359,2561,13,6147,1108,377,7,4662,0,3632,5,3135,23,198,4023,6009,1,3542,0,1,3756,2636,42238,74,10,1935,2,0,1,17,44,1781,0,254858,0,95335,6725,0,0,9,387,0,672,8,2307,984,13235,17,1,0,98,70,5819,852,1,20,8661,0,217,7957,2199,12,1014,796,970,9,33,2,2538,815003,10440,2,7761,9747,100411,235,0,1168,1,1723,2,0,0,1117,700,601,10551,474,1,2,0,85,656332,8955,0,2161,2,19647,2,5812,6203,1071,57978,99,1001,831,2,177,8686,1655,152844,0,5991,3,4,45,76,1143,46,6044,2234,166034,9273,1,4,0,639,5526,2101,6019,4413,155,4558,5083,154,4460,0,8,2068,4,7628,513,1522,9896,3273,8,3,1,2001,12,512,71535,2632,227,0,449,13661,1487,4524,5524,4263,948,21,1,13,3,0,0,221,5577,5829,150,569,1616,1,2,1011,2,0,0,2,0,121,1,8,19,1,2387,5,0,12800,13266,11,2750,6736,5389,182328,1484,1702,0,89,5579,10858,69723,0,9,26,447,38,2,9846,513519,70846,3107,3,0,5,7,84,95,2,126,8,145,1933,1681,11,3167,288,232,830
"풍기",1,16737,0,418,6552,0,828,5051,2754,4143,3,0,1,0,0,0,15603,0,6,35,5,42,1,4,7129,29007,10632,3,3,0,2039,2544,0,25,0,54,2,40,3,0,326,0,0,9864,38,1010,0,55062,0,63600,0,4,1,698,17,6962,0,159618,0,0,174,6257,39,64,0,4711,0,0,0,0,0,2778,1,3754,0,171751,17436,1,0,242,1695,0,878,197,1326,1176,9,2,1,0,0,8,4,29543,0,194,1,0,601,501,297,0,0,1722,2912,0,1439,0,64067,21747,21,2,2,20985,386,4190,0,17,0,783,0,0,0,500,5,366,2,2050,0,0,1,3,50095,12,0,222,0,25928,0,49725,6652,43,35044,766,1889,8,0,7,88,120,221,0,1,0,1,0,4,0,472,125,128,4204,10482,0,0,0,10364,19,5282,143,6,495,10062,8402,0,8,0,0,1,1,14425,1211,14753,1756,76,87,0,0,2,140,4,336,3776,5231,0,4588,32,128,5503,9613,24,1051,1,1,1,204,3,0,783,19,3,1,8,154906,0,0,23,0,0,0,0,0,965,0,0,0,1,158,0,0,245,444,250,96,10,1,473,4,1,0,8,19442,22,17332,0,1,0,3,168,2,11,2507,3108,91,0,0,0,0,34,219,0,3177,1,123,9184,0,1,2,0,1349,7364
"하동",9430,0,255,12,64,2273,0,275,0,6,204,216,8231,601,1692,52058,665,112822,32,182,79,316,17793,269,0,2984,98,7,639,170,1,638,124,418,0,0,41,7,805,1539,0,49,831,1,165,1,55,133,22,2,2578,459,230,1,177,0,3082,2,0,2330,373,1,2631,354,1595,61,6137,0,9783,35681,972,180,10349,1,0,6634,361,18147,0,17,43,1,39,5,516,8,1679,34,6,5,1499,146,162,151,17305,0,143,0,1,0,362,185,36,72,0,258,13,2136,0,2,686,135386,227,1089,1,3,7136,29,4146,240,111765,93486,2269,0,145,0,260,30,3107,95,14451,163,2,1117,82134,122,219,2799,9624,0,1830,538,7874,0,233,131,50705,105,1465,795,2,1473,325,367,779,731,382,12,6,92,389,1,1426,42,64023,2552,1,1564,184,780,1279,1,93,297,34,131,2720,508,2,2532,1,0,0,1750,460,13,53736,1826,47,0,235,0,454,6,0,67,2413,634,0,318,384,393,364,145,319,0,10847,4305,8,388,355,27,686,1,6231,632,451,1235,140,7614,55585,6049,15,22400,132,23472,183730,538,3982,1405,1953,0,1,539,1951,592,0,950,15,10978,45,123,147,1,8560,5,12,207,0,42672,1041,1,6,0,119,13511,2623,20,264,0,292,42,2141,343,77,29,50917,2,10,17,29
"함안",20229,0,279,270,12,1789,0,180,0,6,100,189,998,298,357,7390,514,16061,2,1,121,356,160069,2,1,1417,130,13,811,44,6,332,121,394,0,1,26,13,1720,638,0,107,1045,0,50,4,1066,13,182,0,10779,229,84,0,357,1,4541,0,0,594,63,3,1125,8,1060,115,520,0,1134,6706,10,233,30111,0,0,5165,317,100788,0,1,18,53,38,0,211,1,720,20,1,2,422,2,236,40,78545,0,301,0,1,1,101,53,53,57,2,66,1,359,0,0,286,197394,346,615,0,1,91247,117,987,90,51923,849603,3150,0,547,0,518,6,3457,2,56310,146,1,489,150161,77,671,1426,1089,0,316,153,2819,0,74,170,19023,2,858,113,0,157,317,151,1584,1427,1770,42,0,146,173,0,536,168,8859,502,1,284,142,566,497,0,201,231,70,242,437,169,44,12467,1,0,0,798,186,0,3258,414,123,0,1348,2,139,5,0,6,1040,131,0,329,942,96,176,32,445,0,52851,34173,4,2083,186,9,248,1,1200,227,98,1820,628,19046,15124,26776,0,80480,411,4446,65199,246,10128,212,1007,1,1,178,355,333,0,251,37,3112,3,22,671,1,23155,7,16,109,2,7545,432,1,4,0,18766,281,4681,6,6,0,592,9,4115,13,9,86,50095,68,34,3,3
"함양",1300,0,10800,19,133,126440,0,565,3,1,349,7047,5028,459,8,1527,1279,2349,34,1,42,447,3137,3,0,3223,312,10,2937,72,0,3493,1096,76,0,5,82,26,1059,4092,0,51,687,0,259,1,24667,203,4604,1,356,497,52,0,1089,0,10243,0,0,2476,271,1,9623,1,4847,87,792,0,325,15233,3,835,2650,0,0,16023,696,4396,1,17,6,2,100,10,873,15,2492,49,4,4,3761,1,134,176,5533,0,213,0,0,0,265,86,23,139,2,29,37,951,0,5,1202,26107,252,1928,1,9,2270,18,1405,218,22132,33982,22657,0,2483,0,250,31,7537,2,4328,743,6,2349,20270,136,44908,4579,97,0,613,965,16966,0,411,631,78163,2,1717,704,1,9,185,152,4582,1459,8425,19,6,136,541,1,2826,2044,984,34,5,1240,389,1971,2714,0,94,476,135,50,2304,248,9,1423,1,0,0,3144,793,5,1016,50,123,0,3203,2,183,3,0,86,4146,494,0,415,3842,784,308,50,7102,0,3097,678,25,4102,154,63,272,4,40,1654,2514,17147,7669,1617,3225,949,30,5393,2439,419,30355,1053,1347,198,4171,0,0,831,2796,804,1,1456,7,2824,1,255,74,1,970,408,30,121,1,13541,2803,1,2,0,2824,3034,3091,55,5,0,5065,89,1787,9,129,28,78525,6,18,22,21
"함평",12,0,3,5,16,26,0,13,0,1,64,19,7,11075,165,10,48,35,699,1964,0,14,15,2682,0,9161,1010,3,6,64,0,505,278,4,509,1,36,1,8,29,0,5,5,0,74,0,228,24,26,1,3,631,156,0,115,0,4,0,0,357,1771,0,124,2541,9,15,0,8944,72,30,38254,49,6,0,0,282,769,8,1608,13,3,0,50,2,4017,0,88,164176,18704,7251,12,1841,2,11,2,0,15,840,0,0,4096,333,4,568,0,11530,2,607,0,1,140,137,12,561,0,1,11,0,4,5312,22,67,6,0,83,0,5,3,1,13918,11,33,1,150,84,838,0,37564,157,0,1499,658,5228,0,29,335,11,1849,94,2710,0,23,2,28338,4,4,7,3,2,646,542,0,999,81,453,27,0,36,1091,391,91,0,19,41,21,0,1,18262,0,3,0,0,0,939,28,2,42,111,16,0,10,1,98,0,0,20,431,97,1,59,65,83,141,444,0,0,5,1,2,414,13,269,169,3,33,7446,75,2,24,9,7,1,2,5,22,15,25,27,1,23,547,0,0,1570,102,37,0,19,0,0,864,19,0,0,2,1,7,120,0,41,57,0,0,0,35,5,62,1955,1853,0,4,10,13,3665,19,15,207,1,3,2,6
