"","서울","수원신갈","기흥","오산","안성","천안","목천","청주","남청주","신탄진","대전","옥천","금강","영동","황간","추풍령","김천","구미","남구미","왜관","서대구","북대구","동대구","경산","영천","건천","경주","통도사","양산","서울산","부산","군북","장지","함안","산인","동창원","진례","서김해","동김해","북부산","서순천","순천","광양","동광양","옥곡","진월","하동","진교","곤양","마산","축동","사천","진주","문산","진성","지수","함양","성산","고령","해인사","남원","순창","담양","남장수","지리산","가조","거창","군산","동군산","서천","서서울","홍성","광천","대천","춘장대","매송","비봉","발안","서평택","송악","당진","서산","해미","서김제","부안","줄포","선운산","고창","영광","함평","무안","목포","무창포","울산","청통와촌","북영천","서포항","포항","논산","익산","삼례","전주","서전주","김제","금산사","태인","정읍","백양사","장성","광주","동광주","창평","옥과","곡성","석곡","주암","승주","내장산","남천안","정안","남공주","탄천","서논산","연무","지곡","남대전","무주","판암","덕유산","장수","서상","동서울","경기광주","곤지암","일죽","서이천","음성","진천","증평","서청주","오창","금산","추부","생초","산청","단성","서진주","청북","송탄","서안성","상주","선산","감곡","북충주","충주","괴산","연풍","문경새재","점촌함창","북상주","현풍","창녕","영산","남지","칠서","칠원","동수원","마성","용인","양지","덕평","이천","여주","문막","원주","새말","둔내","면온","횡계","장평","속사","진부","북수원","부곡","동군포","군포","군자","서안산","안산","춘천","홍천","칠곡","다부","가산","군위","의성","남안동","서안동","예천","영주","풍기","횡성","북원주","남원주","신림","제천","단양","북단양","남제천","강릉","현남","북강릉","옥계","망상","동해","북창원","서부산","장유","가락","계룡","북대전","유성","서대전","안영","화원옥포","달성","남양산","물금"
"의성",1266,325,50,96,40,218,104,74,113,85,688,80,17,62,113,44,458,273,231,1212,340886,168773,43546,9672,1255,734,5033,787,1017,1235,6376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,0,1,0,0,68,14,25,14,9,11,23,5,0,0,0,0,0,0,0,0,0,0,6655,773,551,520,4551,69,184,18,106,26,4,4,10,24,0,1,6,0,0,0,0,0,0,0,2,16,3,1,0,2,2,0,38,124,5,0,3,0,4515,144,352,39,35,11,8,5,72,16,14,34,0,0,0,0,8,24,1,54,43,29,7,22,9,7,14,11,13,0,0,0,0,0,0,384,23,156,205,87,277,399,6879,561,294,179,91,151,91,52,106,560,51,68,172,1006,173,156,2571,1187,169798,32923,59610,17062,634,33947,21723,2501,16350,4216,639,530,3983,1380,4001,3093,2911,1333,664,588,110,18,31,77,0,0,0,0,40,114,289,120,91,0,0,1028,392
"남안동",3898,1036,238,236,46,231,108,68,90,123,1096,98,12,68,97,27,586,639,452,1367,393441,279239,72752,17349,2096,1539,13102,1721,2692,2721,16255,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2659,10,1,2,0,173,69,27,27,16,21,36,9,0,0,0,0,0,0,0,0,1,0,18282,1492,821,536,4801,159,242,36,311,54,6,3,15,43,2,1,10,0,0,0,0,0,0,0,3,41,2,1,0,6,5,0,30,186,5,3,3,1,17520,569,1194,114,94,22,20,7,83,8,20,30,0,0,0,0,14,9,3,27,25,45,4,8,5,6,7,5,5,0,0,0,0,0,0,1182,83,505,803,256,923,1234,1981,560,195,179,155,205,119,73,138,1803,175,217,626,3630,635,535,3406,1873,169617,51099,194901,34387,33552,77,66423,6218,27998,8880,1223,659,5901,1286,10516,6740,4227,3306,945,702,151,29,43,100,0,0,0,0,70,272,454,261,123,0,0,2214,851
"서안동",28897,6684,1335,1287,138,232,35,32,36,50,517,37,13,35,35,16,164,220,187,554,157405,83903,28937,8312,1951,1153,9886,1044,1506,2308,10475,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15600,55,6,28,3,1114,385,171,103,65,99,192,50,0,1,0,0,0,0,0,0,1,3,11649,1056,936,657,4551,52,120,31,165,29,6,1,3,28,0,0,10,1,0,0,0,0,0,0,0,10,1,3,3,4,2,0,27,104,6,0,3,1,106725,3118,6019,692,559,85,56,12,60,27,15,13,0,0,0,1,38,51,33,20,15,293,22,26,4,4,8,9,5,0,0,0,0,0,0,7982,952,3320,3687,1407,4615,7023,10662,2502,1429,1511,1150,1320,618,277,803,11075,842,1465,3198,20206,3251,3219,17806,8966,71811,17362,41632,20912,22290,60356,741,22064,108952,54794,5206,3295,30510,6483,54978,34167,34247,17509,4227,3525,774,175,197,445,0,0,0,0,31,125,210,98,59,0,0,1521,692
"예천",1408,389,86,89,10,16,6,2,3,6,43,2,0,2,1,0,18,35,33,90,28108,15905,5301,1294,376,206,1792,221,317,480,2213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009,4,2,1,0,67,22,13,10,6,5,15,1,0,0,0,0,0,0,0,0,0,0,2877,246,198,151,1023,5,10,1,8,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,0,0,0,0,5994,213,342,49,26,4,1,0,3,1,0,0,0,0,0,0,0,9,1,4,2,22,0,4,2,0,0,3,0,0,0,0,0,0,0,391,21,183,252,89,328,455,1058,689,286,987,200,305,164,77,255,658,131,83,197,1516,227,244,4106,2198,10081,3155,6726,4099,2712,4935,25137,251,26962,11441,938,523,6146,2256,7556,12031,10684,6307,1729,1260,371,82,122,314,0,0,0,0,1,8,24,5,3,0,0,315,107
"영주",6496,1738,430,469,70,155,13,14,23,61,305,24,10,17,30,3,164,279,168,536,178064,106179,31302,10188,2336,1411,11551,1380,2297,2487,13889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4700,38,5,21,0,353,162,56,68,56,63,74,11,1,1,0,0,0,1,0,0,0,2,27407,1255,1088,822,6299,43,90,14,129,14,3,1,3,23,0,0,8,0,0,0,0,0,0,0,0,7,5,0,1,3,1,0,21,52,2,1,2,0,25521,932,1987,333,188,52,56,9,77,35,14,15,0,0,0,0,13,29,3,7,5,96,7,15,7,2,1,1,0,0,0,0,0,0,0,2134,263,901,1230,426,1343,2105,3340,953,529,318,236,327,185,69,261,3111,314,413,944,6387,1259,999,4411,2351,63537,18059,63125,18618,17812,26241,94624,20651,236,7548,1448,1052,9893,2371,24362,14646,10196,7402,1726,1053,311,76,102,230,0,0,0,0,15,77,137,63,35,0,0,2021,1436
"풍기",33103,10923,2046,1694,231,554,34,6,31,78,152,12,0,11,10,6,41,57,48,183,53504,23208,8335,3020,767,569,4029,580,554,933,4567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,1,6,21085,122,23,78,3,1538,552,300,149,235,145,294,84,3,5,1,0,0,1,0,1,6,14,5683,416,406,349,2909,18,45,11,67,13,6,1,4,11,2,6,5,0,0,0,0,0,0,0,1,15,16,7,2,4,1,0,5,19,0,0,1,0,145400,4007,9991,1004,857,212,184,48,187,100,9,11,1,1,0,1,60,92,27,2,6,303,22,35,10,7,11,4,2,0,0,0,0,0,0,13439,1270,4463,5575,2291,6840,9099,18857,4195,1821,1714,1029,1176,877,377,1209,17088,1559,2522,9258,31457,6594,5402,18554,9892,15640,6272,16007,7480,4885,9159,56024,11272,7654,78,7959,4748,54761,16613,161097,155278,72415,45820,5962,3782,1330,248,232,453,0,0,0,0,7,67,106,40,16,0,0,572,321
"횡성",10098,5151,1549,1310,249,740,38,16,486,1327,1365,267,8,44,38,9,147,111,23,46,8085,1815,978,484,159,93,960,112,210,212,1363,1,5,1,0,0,0,0,0,0,3,18,34,0,13,4,8,3,7,0,2,50,26,9,5,0,33,0,0,0,13,5,1,0,18,0,4,66,32,41,7428,181,119,93,10,750,413,269,117,190,251,332,88,4,7,2,1,5,10,3,13,51,18,2517,54,99,102,626,389,531,111,684,131,50,11,106,286,59,95,982,1,0,0,0,0,0,0,11,53,56,15,12,12,15,11,43,139,64,16,147,11,25120,1728,4877,4892,662,918,889,635,2214,1224,106,122,9,6,24,38,74,80,22,142,160,2239,198,845,319,136,156,223,246,0,0,0,0,0,0,6527,602,3235,7654,2363,6250,9512,46306,1996,526,512,475,622,504,215,612,7698,806,1629,2875,12501,2716,2453,339969,38295,1157,395,979,624,566,1030,4522,1038,1255,5766,376,19379,102364,11245,35740,1506,2929,1832,2127,903,668,182,296,925,0,0,0,0,142,904,868,425,154,0,0,143,77
"북원주",3636,1693,639,519,112,296,22,3,151,338,542,88,2,18,7,8,45,78,16,16,2717,661,333,88,87,43,286,33,67,50,453,0,0,0,1,0,0,0,0,0,0,9,9,0,1,2,1,2,0,0,0,13,14,1,0,0,6,0,0,0,6,0,0,0,6,0,7,11,7,9,3308,62,15,27,4,232,102,52,41,67,54,140,34,0,2,3,1,3,4,1,4,15,4,912,16,43,26,243,175,181,36,261,39,6,5,24,90,17,26,360,0,0,0,0,0,0,1,7,19,21,10,4,4,7,1,20,60,13,5,29,2,17050,670,2097,2357,488,318,419,206,888,474,37,56,4,0,3,17,42,38,10,46,86,1212,95,358,168,36,79,38,81,0,0,0,0,0,0,2329,194,1238,2552,1161,3563,4102,12212,2598,1343,821,482,436,545,179,486,3079,227,274,838,5502,804,779,153798,38256,449,126,441,1143,282,276,1279,319,495,1979,18259,393,25258,4664,11796,865,1236,863,1990,1108,597,95,154,610,0,0,0,0,64,315,295,155,51,0,0,50,24
"남원주",121897,37908,7863,8349,1854,5690,564,73,2226,5749,9753,1231,48,263,91,43,694,704,108,170,41612,10952,5711,2029,1031,571,6290,749,1112,951,10890,0,0,2,6,0,0,0,2,2,16,148,143,8,94,26,42,49,14,0,7,234,128,31,6,0,148,0,0,0,158,10,6,3,86,4,12,110,92,188,59025,1314,320,786,106,4288,1982,1290,882,1007,1144,1882,603,12,89,28,19,23,30,35,44,353,124,7829,336,444,379,3683,2507,2953,561,4175,753,175,106,444,1708,228,441,7860,8,1,2,1,0,2,6,77,329,312,84,57,79,86,65,296,1017,538,97,471,47,402572,16385,45256,23535,5169,6558,5319,2458,16660,7928,409,557,26,58,120,188,386,626,152,486,477,10021,656,2436,908,394,529,658,616,0,1,0,0,0,0,44233,8000,24323,37649,12016,54778,45318,69103,22864,42161,36193,16616,12506,19886,6315,16943,50465,3689,6380,16324,79551,13315,12648,309934,120283,12062,2375,6773,3013,3578,5039,23304,6333,8491,45081,105028,27031,6634,122688,509783,12426,39956,22745,82432,38577,18511,4044,6651,23720,0,1,0,2,2371,7585,6824,2298,664,1,0,991,486
"신림",19889,6361,8510,2073,132,345,17,3,119,311,460,47,6,10,8,1,37,23,7,31,8999,2544,1258,494,200,169,1286,174,219,289,1414,0,0,0,0,0,0,0,0,0,0,3,4,0,5,2,1,1,1,0,0,9,1,0,0,0,8,0,0,0,6,0,0,1,3,0,0,8,9,38,11427,71,35,50,10,837,248,181,64,305,159,155,40,1,4,3,2,0,1,3,2,26,6,1542,74,116,84,772,102,203,38,540,36,7,7,22,142,13,9,330,0,0,0,0,0,0,0,2,15,20,4,5,1,5,2,19,67,22,4,22,2,74894,3543,11341,1454,1419,244,294,90,580,284,22,36,1,0,4,4,39,53,18,15,4,481,33,140,55,16,28,25,12,0,0,0,0,0,0,8795,447,4752,21595,3001,6482,9189,45219,7966,4403,2021,671,591,649,485,861,12516,1044,1652,3855,18771,2913,3049,17255,9250,1606,794,1635,964,1263,1236,6001,2604,2419,14836,12913,5707,126855,174,103872,4770,14523,10463,3475,2040,1273,293,361,1449,0,0,0,0,41,239,234,152,52,0,0,221,63
"제천",91666,25102,5404,4356,468,1406,79,15,211,663,1147,106,14,28,11,5,65,71,73,334,44229,15367,5689,2423,1574,959,6085,590,1043,1186,6829,0,0,0,0,0,0,0,0,1,0,7,4,0,2,2,1,0,1,0,0,4,3,0,1,0,5,0,0,0,6,1,0,0,1,0,1,46,19,55,49657,331,93,277,17,3601,1428,817,317,620,462,751,198,4,18,5,3,9,13,6,9,110,39,8489,541,377,429,3755,273,465,79,894,91,19,19,42,239,24,77,801,0,0,0,0,0,0,0,8,75,80,25,12,26,15,1,25,140,50,10,23,0,308724,10957,27473,2313,2270,461,731,157,852,352,27,41,2,0,3,4,141,231,41,10,4,845,63,120,41,27,24,11,8,0,0,0,0,0,0,27767,3338,11301,15871,5580,21569,30272,89357,29722,9852,8911,3549,3129,2064,1039,2790,34578,3167,4596,15288,82274,13309,13083,115600,47283,7119,2448,8851,4645,4060,9924,52296,8442,25569,153998,34721,13575,529946,89889,9158,34170,71653,31031,18434,13307,7183,1525,2122,6033,0,0,0,1,55,723,784,311,87,0,0,942,411
"단양",4193,1355,463,223,33,106,6,1,17,36,82,13,2,6,13,3,63,37,25,129,45509,12151,6651,1370,1010,664,5069,694,664,1911,5527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,3312,21,5,18,1,217,64,41,18,19,19,49,12,0,1,0,0,0,0,0,0,3,1,8168,390,386,346,3336,10,21,5,49,9,3,1,1,12,0,2,12,1,0,0,0,0,0,0,0,4,2,0,0,0,1,0,3,14,1,0,2,0,18184,892,1875,160,194,53,40,10,61,33,5,1,0,0,0,0,13,11,2,1,0,75,9,12,1,3,1,3,1,0,0,0,0,0,0,2074,211,918,1438,460,1296,2234,4004,1037,457,278,208,248,193,164,333,2712,547,332,806,5525,910,821,3530,2307,8696,3436,10164,3979,3591,6722,34143,16845,18452,155386,1619,1030,11654,4643,34300,664,14067,11885,1351,1033,381,74,113,234,0,1,0,0,6,42,40,24,8,0,0,666,261
"북단양",14551,3956,928,903,76,197,14,3,58,119,173,26,2,8,2,0,17,27,30,102,39678,6145,3975,1462,727,428,3377,312,1409,824,2776,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,13,9283,55,9,52,2,691,181,122,40,78,67,91,24,1,3,1,1,0,1,0,5,13,4,13469,154,405,444,2756,37,97,13,121,20,4,2,4,31,4,5,90,0,0,0,0,0,0,0,2,6,7,1,4,3,2,0,7,25,13,0,7,2,55401,2081,4575,424,520,102,123,24,187,66,6,3,0,1,0,0,25,34,12,3,6,206,9,29,10,5,4,1,0,0,0,0,0,0,0,5214,1324,2084,3021,1200,3654,5649,10067,2078,1074,915,696,564,340,173,402,6740,592,1005,1947,12696,2489,1939,8777,5259,7840,4533,10325,3213,5118,3858,42377,17423,10913,70521,3345,1928,40603,12609,73267,16250,1519,11718,2565,2232,927,207,235,537,0,0,0,0,15,157,119,52,12,0,0,482,232
"남제천",7055,1749,331,325,30,98,4,0,14,71,88,10,3,2,1,1,12,16,22,51,19295,5462,2633,828,442,284,2231,241,380,487,2462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,6,2,2,3811,19,40,24,1,282,56,24,19,30,40,39,19,1,1,0,0,0,0,1,2,4,2,3411,153,149,223,1645,25,40,10,61,12,1,1,2,14,1,4,50,0,0,0,0,0,0,0,0,5,5,0,1,0,1,1,1,7,2,4,2,0,24413,1120,1923,236,271,52,179,10,92,31,4,8,0,0,0,1,9,15,5,3,0,112,6,20,13,3,2,4,1,0,0,0,0,0,0,2475,379,919,1590,628,1793,2976,5463,1442,802,378,309,257,243,99,271,3001,204,386,934,5391,720,745,4149,2309,3860,1317,4393,1761,1144,2546,13495,5827,6377,36074,2205,1111,22882,10220,36264,9489,9374,284,1279,854,402,96,133,311,0,0,0,0,7,64,65,15,9,0,0,323,109
"강릉",118143,23896,5097,6349,1731,6231,387,72,3418,5139,13983,1277,42,157,98,23,653,761,134,106,16200,4065,2122,620,147,57,503,110,161,172,1420,1,0,1,11,1,0,1,1,0,21,170,172,10,73,92,61,38,9,0,4,242,154,32,7,0,107,0,1,1,111,22,6,1,40,0,10,140,116,145,50942,636,231,703,56,3277,1167,763,738,773,815,1345,383,11,82,22,17,25,34,27,37,297,100,841,88,61,17,124,1494,2373,475,5356,563,126,64,233,1476,196,273,7119,4,0,0,0,0,2,4,54,229,276,77,48,76,64,38,216,805,367,88,395,47,315589,10521,23635,15474,3090,5266,3894,2766,14724,6377,404,439,124,86,145,260,274,524,141,433,443,5551,855,4474,1266,312,826,645,765,0,0,0,0,0,0,31452,4234,14812,25787,7665,27847,38232,83660,190889,172908,43868,34427,323792,164529,39376,201704,37178,2747,5665,10989,74409,11354,10323,37581,7449,5695,866,2979,528,648,924,4179,1798,1711,5471,1837,5609,69502,2531,16590,1440,2648,1330,12518,99895,33313,44687,127258,385711,0,1,1,0,1585,4652,4783,1675,580,2,0,186,61
"현남",84580,21480,4261,4929,1343,4136,208,46,1416,3754,6073,747,36,88,61,17,432,587,85,72,15416,4111,1902,478,141,59,619,135,220,217,1987,1,0,0,6,1,1,1,0,1,6,181,170,23,44,11,43,40,9,0,1,201,67,12,3,2,77,0,0,0,73,4,1,3,49,1,12,125,78,154,39827,532,176,680,38,2880,820,468,489,640,668,1128,266,6,61,17,4,20,28,23,30,262,56,1086,96,82,35,177,1123,2164,404,3043,473,86,69,250,957,172,261,5362,4,0,0,0,1,0,2,44,192,169,47,37,50,62,20,162,784,266,40,335,28,188030,9235,16594,11396,2480,1865,2690,1837,8711,5234,175,278,31,41,61,166,251,467,97,288,333,5063,716,3451,1193,237,488,451,467,0,0,0,0,0,0,26594,3626,12023,18644,6109,17733,32245,50084,77003,47525,16471,16600,64074,49579,7702,46419,32478,2588,4625,9319,64560,7220,8349,10866,3673,3175,712,2225,438,448,751,3228,1327,1034,3840,1313,4312,35690,1921,13218,1246,2160,986,90938,771,13747,24355,36007,169297,0,4,0,1,458,4157,3193,1486,493,0,0,215,88
"북강릉",16139,5244,1177,1654,371,1038,49,18,335,910,1606,214,11,22,21,4,135,140,37,19,3209,847,400,96,19,16,97,23,36,34,276,0,0,0,4,0,0,0,0,1,1,16,27,2,11,6,13,7,5,0,1,62,26,3,0,0,25,0,0,0,14,3,1,1,9,0,2,22,14,23,9744,134,51,143,4,696,306,151,156,169,156,291,78,3,6,3,1,1,9,4,11,63,15,182,10,14,5,28,323,565,74,759,131,37,8,65,284,47,40,1009,1,0,0,0,0,0,1,12,50,37,8,16,14,14,7,71,249,56,5,99,4,63164,2982,6235,4323,739,721,1026,726,2947,1796,46,75,10,30,18,60,66,127,32,99,116,2178,239,1285,415,92,189,133,200,0,0,0,0,0,0,7054,547,3195,6210,2090,6260,9960,19065,31563,31359,9150,8056,50976,27831,5642,29288,8442,711,1431,2538,15631,2040,2428,6224,1616,525,173,585,152,99,132,754,383,295,1178,446,1532,13440,847,5542,316,673,298,21280,11269,941,14476,29380,108072,0,1,0,0,108,864,722,361,117,0,0,31,11
"옥계",4282,1752,441,553,95,289,9,7,106,260,498,39,5,18,7,1,18,49,5,2,925,200,75,23,4,4,20,3,9,6,58,0,0,0,0,0,0,0,0,0,1,9,12,0,6,7,25,2,3,0,0,8,3,0,0,0,3,0,0,0,1,0,0,0,5,0,0,4,11,7,3294,43,10,26,3,185,107,184,52,52,32,59,16,2,7,2,0,0,0,0,3,16,5,40,7,3,2,5,54,135,33,181,26,5,3,16,65,7,19,350,0,0,0,0,0,0,0,5,15,7,3,1,5,2,1,11,63,9,1,36,7,15702,568,1222,1196,174,142,189,138,639,434,10,19,1,3,4,10,18,26,5,12,34,860,56,237,74,16,65,25,24,0,0,0,0,0,0,1502,152,1153,2428,417,3393,3728,6192,7477,10725,1518,1215,5840,5429,1567,4071,2103,205,373,827,4761,671,693,1504,420,127,50,232,31,27,35,143,78,60,195,140,309,2525,159,1010,74,187,57,52828,22777,18324,130,40497,333660,0,1,0,0,39,178,212,119,42,0,0,9,2
"망상",12981,3134,721,936,255,741,48,3,259,640,1158,134,8,12,7,4,61,68,12,6,936,213,83,22,2,0,11,8,10,12,64,0,0,0,1,0,0,0,0,1,0,17,13,2,4,10,58,3,2,0,0,23,10,0,1,0,18,0,0,0,10,0,0,0,8,0,0,17,13,23,6798,73,27,114,2,538,172,108,122,133,126,220,53,2,11,1,1,4,4,6,4,40,7,30,4,4,1,4,242,360,55,390,76,13,10,51,241,26,42,739,1,0,0,0,0,0,1,4,27,19,10,11,6,5,7,30,117,43,10,62,4,40300,1400,2949,2006,367,396,515,258,1596,820,21,50,1,9,6,20,55,62,21,40,39,724,111,554,151,45,61,74,71,0,0,0,0,0,0,3699,406,1736,2950,992,3068,5096,9664,17847,18437,3498,2060,12825,9063,2390,8043,4878,399,1101,1797,10647,1848,1778,4684,1062,184,61,292,32,55,43,203,103,85,242,322,707,7159,394,2154,135,242,173,179765,51137,44092,59867,160,25411,0,0,0,0,130,550,594,326,86,1,0,11,2
"동해",41094,9117,2965,2468,660,2009,151,18,1129,2388,2724,377,11,46,19,5,159,119,12,20,2428,573,207,51,14,4,46,7,24,16,118,0,0,0,1,0,0,1,0,0,8,51,26,2,15,15,25,5,2,0,1,41,36,4,2,0,13,0,0,0,22,7,0,2,14,0,1,49,39,60,21601,244,96,285,28,1556,505,374,332,606,565,771,159,2,32,7,7,18,13,12,15,150,22,76,6,7,7,15,494,1011,168,1527,266,36,28,120,509,61,191,1902,1,0,0,0,0,0,1,24,89,103,23,21,22,20,4,76,310,95,7,90,9,123649,4141,9093,5683,877,951,1268,744,3899,1894,75,128,9,6,13,45,117,162,54,90,74,1957,235,1269,403,103,144,135,156,0,0,0,0,0,0,10891,1319,5440,9206,2655,8548,11685,24738,44905,51319,7979,4960,34399,19836,5131,19345,15260,1253,1879,5191,31760,5138,5140,13723,2899,348,128,575,71,85,96,384,254,169,383,892,1698,19489,741,5302,239,483,385,482743,177282,135222,278791,26647,299,0,1,0,0,426,1889,1702,682,221,1,0,18,5
"북창원",7494,1911,863,1760,1445,3300,2016,844,1410,845,2799,159,2,4,1,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,73951,29155,133706,1,39047,39470,48726,38207,135492,1123,8397,7782,782,2267,3045,10882,8823,3843,0,1598,32534,47304,39328,26604,7950,4116,4,3,39,1700,179,258,145,664,79,3674,0,0,0,2267,17,4,6,0,615,250,320,537,200,120,148,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,201,7,38,5,0,1,3,1,0,0,0,11712,249,815,213,119,876,480,0,352,4,4,5,24,13,1836,1081,952,834,1665,6202,638,2756,135,235,189,59,240,463,241,1417,340,1076,783,2508,2872,6310,14230,356,353,165,0,0,1,1,0,0,0,0,0,0,44053,58707,68570,113773,196932,2,363,107,106,75,55,71,22,3,1,0,0,0,0,2,0,1,720,113,101,122,2092,730,250,6,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,0,0,0,2,2,0,0,0,2,131,112891,61437,12661,314,1301,4101,1471,1073,328266,4,0,0
"서부산",36875,9326,12542,9125,7895,19080,14215,5831,11380,11054,19143,503,11,13,4,1,3,2,2,0,6,3,1,1,0,0,2,1,1,2,11,171268,30517,135628,5,928416,1116738,71304,12075,6638,12470,120504,156038,12678,31647,26039,90147,96264,29024,1878314,5818,207274,203413,123045,80398,19467,20232,15,18,150,32206,2427,3220,1415,5054,314,10079,1,0,2,14059,40,4,6,0,3904,1350,2187,3157,934,535,526,133,0,1,0,0,0,1,0,0,0,1,2,1,0,0,0,4433,1114,74,481,59,15,9,9,5,1,0,1,146789,3008,6662,4614,2153,12349,4581,1,2320,29,34,48,284,98,9940,7776,5793,6216,17406,82383,3983,13543,661,1854,2082,359,3114,2684,1598,10460,2624,10982,5954,16053,12954,28631,45326,3710,2707,1044,1,1,7,2,1,0,0,1,0,0,112362,76689,56354,88013,129593,3,1536,637,777,335,307,382,75,7,8,4,2,4,1,0,0,2,3597,923,1069,573,17679,3425,1028,21,5,0,0,0,0,0,0,0,0,0,0,0,0,23,2,2,0,0,0,16,12,1,0,0,2,125439,208,5113893,2097276,3716,4484,20489,12591,6589,788107,8,4,0
"장유",5073,1300,638,1214,982,2081,1122,484,1324,575,1713,70,2,4,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,24563,8466,35585,2,372399,324449,41102,261116,1587107,917,8250,7926,447,1982,2096,7942,6920,3029,464243,651,23025,28097,19423,16431,3363,2162,1,0,19,1712,195,243,149,573,30,1245,0,0,0,1585,9,1,2,0,421,204,328,387,170,87,93,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,375,90,5,41,8,1,2,1,7,0,1,0,10451,195,540,286,138,812,308,0,238,5,4,3,15,20,980,707,721,553,1370,4869,380,2077,113,180,169,52,209,304,144,710,191,756,367,1543,1669,3159,8180,314,270,110,0,0,0,0,0,0,0,0,0,0,11894,13336,12413,19584,35929,1,235,163,119,71,38,48,19,1,1,0,0,2,0,0,0,1,521,93,94,95,1821,378,217,2,2,0,0,0,0,0,0,0,0,0,0,8,0,2,0,5,0,1,0,2,1,0,0,0,0,81446,5148700,68720,349745,272,688,2847,1442,813,102510,0,1,0
"가락",3091,1108,899,1323,956,2104,2165,635,2136,960,2181,50,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11610,5309,13275,0,99843,189212,9406,2153,7020,876,8869,10784,808,2182,3617,6956,4172,1427,79193,370,10882,10732,7780,5922,1419,817,3,4,4,1883,111,191,66,186,15,535,0,0,0,2171,2,0,2,0,819,271,335,415,164,90,108,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,126,7,33,1,0,1,0,2,0,0,1,9920,176,428,268,244,835,218,0,391,4,5,6,16,1,476,676,594,331,594,6801,220,1487,54,152,189,33,348,307,217,1374,267,1093,649,818,749,1746,2547,464,434,97,0,0,0,0,0,0,0,0,0,1,14320,5569,3969,8334,14809,0,159,41,76,37,36,44,9,5,0,0,0,0,0,0,0,1,641,73,108,61,3044,805,141,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11489,1805884,299515,308,196,473,1934,882,764,94010,0,0,0
"계룡",35911,8589,1868,3568,2913,8671,3558,3275,26502,38111,84213,14849,545,3827,916,442,2789,3798,1178,730,5734,6844,2440,1384,591,184,1557,122,130,208,841,145,38,196,6916,222,91,614,1908,3298,14,145,202,15,78,72,109,135,64,0,43,3186,2382,1210,206,75,704,42,67,102,105,3,0,4,237,60,301,0,0,1,7701,4,1,3,1,1049,341,415,423,87,77,97,27,0,0,0,0,0,0,0,0,0,0,3112,157,229,134,2625,30330,33636,4969,31319,7098,1298,883,2538,8320,1358,2167,25016,3,0,0,0,0,3,4,582,924,71,80,69,267,471,188,38519,47782,3977,503,704,469,28890,1074,2104,3718,952,3016,2486,8411,12834,5416,7899,11264,337,261,563,1138,1006,1328,613,138,253,33,9,18,5,3,24,178,312,0,3,14,14,42,0,1135,258,674,358,805,1845,768,472,949,109,86,46,76,49,47,92,3247,196,1581,345,7371,599,582,1421,1103,755,16,16,13,31,53,35,1,19,5,138,58,2922,32,76,6,14,10,1797,539,98,38,113,502,266,3195,255,120,707,65435,175328,22537,70248,48,0,101,146
