"","서울","수원신갈","기흥","오산","안성","천안","목천","청주","남청주","신탄진","대전","옥천","금강","영동","황간","추풍령","김천","구미","남구미","왜관","서대구","북대구","동대구.구.","경산","영천","건천","경주","통도사","양산","서울산","부산","노포","군북","장지","함안","산인","동창원","진례","서김해","동김해","북부산","서순천","순천","광양","동광양","옥곡","진월","하동","진교","곤양","마산","축동","사천","진주","문산","진성","지수","함양","성산","고령","해인사","남원","순창","담양","남장수","지리산","가조","거창","군산","동군산","서천","서서울","홍성","광천","대천","춘장대","매송","비봉","발안","서평택","송악","당진","서산","해미","서김제","부안","줄포","선운산","고창","영광","함평","무안","목포","무창포","울산","장수","팔공산","청통와촌","북영천","서포항","포항","논산","익산","삼례","전주","서전주","김제","금산사","태인","정읍","백양사","장성","광주","동광주","창평","옥과","곡성","석곡","곤지암","일죽","서이천","음성","진천","증평","서청주","오창","금산","추부","생초","산청","단성","서진주","연화산","고성","동고성","북통영","통영","청북","송탄","서안성","상주","선산","감곡","북충주","충주","괴산","연풍","문경새재","점촌함창","북상주","현풍","창녕","영산","남지","칠서","칠원","동수원","마성","용인","양지","덕평","이천","여주","문막","원주","새말","둔내","면온","횡계","장평","속사","진부","북수원","부곡","동군포","군포","군자","서안산","안산","춘천","홍천","칠곡","다부","가산","군위","의성","남안동","서안동","예천","영주","풍기","횡성","북원주","남원주","신림","제천","대동","단양","북단양","남제천","강릉","현남","북강릉","옥계","망상","동해","북창원","서부산","장유","가락","동대구","수성","청도","밀양","남밀양","삼랑진","상동","계룡","북대전","유성","서대전","안영","화원옥포","달성","남양산","물금","주암","승주","내장산","남천안","풍세","정안","남공주","탄천","서논산","연무","남논산","풍세2","지곡","남대전","판암","무주","덕유산","서상","동서울","경기광주"
"오창",58621,11681,1159,324,24,22,13,15,116732,164595,122681,26208,1500,5185,1954,731,7381,14525,6799,2969,17647,6701,0,2109,1760,406,5636,934,1116,869,3256,574,117,19,237,1628,167,127,177,102,195,218,809,743,150,282,153,273,315,99,0,17,1834,1170,426,197,63,568,86,31,42,244,25,211,6,246,64,360,1,0,1,35850,5,1,7,0,1449,293,61,18,9,7,8,6,0,0,0,0,0,0,0,1,4,0,5084,4448,1500,265,457,159,2526,7818,15724,1758,15445,2298,763,322,3121,5182,419,1907,18335,73,37,71,39,21,67077,83184,25215,136326,139889,67777,300291,4420,4311,7311,511,264,945,1627,107,257,95,258,1816,13,18,4,415,582,663,109,268,44,33,38,113,121,96,17,37,22,64,220,16787,5689,15063,16710,12520,45818,14922,6771,5875,1623,1628,1623,2092,1206,588,1658,28810,2981,4447,4689,32520,9709,4011,7952,6245,1526,23,17,16,18,28,52,5,59,161,1825,599,9211,306,690,6753,52,157,70,7563,7197,2807,532,1141,2396,187,522,158,196,1718,1077,206,426,469,176,570,7498,87382,60709,21929,10072,35,0,1072,684,136,35,309,2,8,4,2,13,137,320,2,0,352,5965,20412,2656,423,529,444577,23493
"금산",30255,5757,2855,7854,5607,11032,12618,4714,22854,42655,118143,2574,295,513,507,202,773,1372,276,274,1988,1331,0,214,182,111,612,34,71,142,221,41,787,127,795,7832,864,243,1034,723,7332,93,831,1581,1379,716,512,905,666,227,0,73,4824,2587,821,969,257,3038,501,468,250,998,243,206,39,1105,179,1086,0,0,1,14458,26,4,3,0,2760,635,855,1195,204,133,242,22,0,1,0,1,1,1,0,0,2,0,1044,17633,155,58,76,58,628,5914,3142,384,3550,803,342,168,759,1685,157,231,3149,1222,28,20,3,4,2805,3422,1008,2110,3068,6852,10548,4116,3003,21574,6976,1558,3054,6140,381,1086,298,1122,6189,2645,1891,1374,78,131,39,8,16,5,4,40,77,111,17,17,76,77,232,4,1616,128,383,312,363,1031,799,253,336,135,60,15,46,62,19,69,4917,325,810,622,10228,1518,1085,487,322,319,9,5,1,11,20,12,0,16,7,101,18,451,17,43,306,0,4,5,276,213,67,11,42,90,599,13259,717,1776,317,231,41,97,33,14,24,6730,27993,77684,54240,106086,806,0,56,29,36,22,126,1911,51,76,51,55,236,890,3,0,1618,97468,50354,42298,11412,4216,27064,1584
"추부",34898,6840,3591,8387,5570,15546,14363,6689,30233,40068,164195,2153,368,1307,519,348,1760,2297,559,668,3747,2779,0,527,334,156,877,61,170,226,437,80,311,260,393,3534,310,140,736,388,1798,67,627,1249,320,514,1320,1592,521,87,0,76,3944,2734,390,365,125,1613,143,178,155,634,73,108,18,677,107,614,0,0,0,12647,22,4,5,0,2632,831,1119,769,243,210,321,49,0,0,0,0,0,0,1,0,0,1,1405,12626,217,205,163,93,1016,7014,3478,387,4194,749,234,212,781,1745,242,239,3092,193,11,14,3,6,3375,6349,1388,4639,4742,11443,15790,7054,24260,4655,1524,819,1927,3732,178,633,296,1190,4916,3066,1627,1468,90,257,31,7,8,5,8,22,117,258,9,10,33,49,99,8,1576,303,425,536,352,1565,1096,366,299,203,90,35,52,31,26,134,4636,381,1731,607,9781,1856,999,675,512,568,12,11,8,22,38,8,0,16,3,94,25,529,28,62,792,2,9,14,401,276,65,21,31,160,255,3151,274,1419,669,423,60,138,55,15,60,9433,25372,105801,81938,130418,201,0,131,81,21,15,171,3035,32,51,25,172,246,776,5,0,981,18606,39911,25072,6730,1725,26655,1304
"생초",10059,1532,566,2467,1528,3031,3178,775,2324,857,3025,163,34,6,11,2,2,9,0,1,2,0,0,1,0,0,1,0,0,0,0,0,2360,447,2519,22824,4402,893,3735,2335,20163,71,918,1995,499,821,893,3308,2409,1623,0,899,20155,21266,4321,5102,1455,4530,979,907,1087,6570,1235,513,761,1870,2450,12049,0,0,0,2779,1,0,1,0,964,236,204,709,78,44,38,9,0,0,3,4,4,0,0,0,0,0,1,36317,0,0,0,0,0,845,366,80,252,20,7,6,14,328,69,197,9,2043,26,20,6,2,613,903,290,338,1122,1207,1164,398,4927,1444,821,8238,13516,34410,2180,3109,2787,3253,15435,783,422,377,6,5,8,0,11,2,1,0,1,2,6,82,371,204,708,2,354,52,79,78,66,235,269,72,35,15,7,6,17,14,3,17,1020,71,318,81,2317,848,173,78,110,0,0,0,0,0,0,0,0,0,0,13,3,70,1,2,4,0,0,0,75,43,10,3,5,12,1758,16125,2194,1520,0,0,1,0,0,0,0,225,723,5186,1939,1336,10476,0,0,0,30,27,52,220,19,8,11,4,16,17,1,0,3785,1930,1013,3193,3459,5108,6651,266
"산청",9535,1328,527,1146,803,1233,1014,346,934,525,1992,160,11,15,0,1,4,20,2,0,0,0,0,0,1,0,3,1,0,0,0,0,1648,386,1682,17060,2024,477,2692,1515,13781,133,1391,2010,213,898,425,2101,2526,1284,0,504,19988,16008,3116,3465,730,19223,968,1017,1161,4789,1014,652,405,1824,1044,12541,0,0,0,2015,4,0,0,0,303,93,140,134,21,19,32,3,0,1,2,0,6,0,2,0,0,0,0,6680,0,0,0,0,0,202,141,20,49,5,2,5,13,81,85,126,9,3668,74,35,12,13,429,543,156,247,973,384,619,240,1297,755,10110,454,18554,23489,1466,3206,621,2100,9871,373,160,152,10,0,2,0,2,2,0,0,3,0,30,249,428,203,419,0,260,40,92,73,59,204,108,41,42,11,4,4,8,8,2,9,1039,80,107,104,1380,259,148,70,51,0,0,0,0,0,0,0,0,0,0,8,4,60,3,1,1,0,0,0,44,41,17,1,2,4,1554,9980,1520,686,1,0,0,0,0,0,0,183,663,2283,1108,1129,15719,0,0,0,82,42,22,197,15,7,7,1,23,13,0,0,5484,1462,791,1268,1547,4664,5592,189
"단성",26883,3276,1208,3206,1725,3002,2849,919,3206,1601,5629,358,24,27,5,2,6,26,0,0,1,0,0,1,0,0,1,0,0,0,0,0,3658,711,4317,38564,4877,1149,6409,4053,32670,466,4824,6056,389,1938,957,4857,7618,3353,1,2535,78728,42381,11449,10973,2249,14497,555,792,1347,5384,973,628,470,2762,1423,11793,0,0,0,4521,4,0,0,1,860,293,308,195,75,58,76,5,0,0,3,1,5,0,1,0,1,0,0,10405,0,0,0,1,1,598,188,47,112,13,6,8,21,220,92,131,6,4436,87,70,75,97,1343,1353,590,617,749,974,1625,1245,2655,1708,10764,18330,629,39479,5686,8913,2054,6893,30075,806,538,489,7,2,14,3,4,0,4,4,7,11,121,474,781,389,976,1,784,169,272,184,139,466,335,87,78,31,15,29,21,37,9,32,2118,167,358,289,3472,1549,342,153,169,1,0,0,0,0,0,0,0,0,0,25,5,171,4,8,1,0,0,1,130,102,12,4,10,23,3598,25795,3608,2011,1,0,0,0,0,0,0,395,1411,5684,3156,2666,15885,0,0,0,490,202,45,608,15,25,10,21,50,49,0,0,5535,2974,1826,2836,2529,2475,14823,599
"서진주",39807,6792,2275,5362,3173,6166,4776,2281,5191,2078,9594,728,27,33,17,9,28,38,3,0,5,4,0,1,0,0,2,0,1,0,2,0,14657,3847,15991,126943,16603,3608,14037,8589,65166,2869,24284,29103,2889,14877,5472,54191,98592,37347,1,18191,586425,27943,22937,25326,11615,64980,193,480,1925,9652,1635,1228,713,4023,4091,46532,1,0,0,8308,24,0,2,1,1491,455,544,337,211,199,185,44,0,1,1,0,11,0,0,0,0,0,1,19344,1,0,0,0,3,1279,486,94,290,39,25,23,67,568,342,478,20,14053,947,719,532,293,2062,2210,815,938,1166,1928,2849,1281,4917,3443,28213,26664,51406,82,30773,48194,14926,43333,135267,1057,839,703,10,15,18,4,14,1,5,5,9,17,1141,3173,3310,2259,4146,1,1399,569,546,331,258,873,848,205,216,46,57,46,70,79,11,56,3422,211,856,418,6068,1257,691,352,292,1,0,0,0,0,0,0,0,0,0,51,9,304,4,8,3,1,1,0,262,258,66,8,15,51,12591,53328,10424,3451,0,0,0,0,0,0,0,1013,2999,11875,5693,4515,27245,0,0,0,3065,1681,186,911,37,44,12,29,106,52,1,0,17040,6457,4173,4386,9362,7328,22023,853
"연화산",1522,297,119,483,173,273,263,88,266,120,658,22,3,3,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,708,166,662,3611,751,223,652,438,3257,176,1625,1717,187,440,312,2931,2424,3066,0,1046,3271,13425,800,419,243,1674,15,34,75,664,59,56,30,158,154,1279,0,0,0,418,3,0,0,0,89,32,25,12,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,968,0,0,0,0,0,50,16,4,17,4,3,3,8,30,18,25,1,861,20,167,29,13,123,97,28,58,79,91,220,70,199,101,1186,1473,4934,28246,93,37081,15216,20623,66285,98,37,23,1,0,0,0,2,0,0,0,2,1,71,142,227,77,146,0,69,3,15,7,5,35,30,6,3,2,0,0,0,2,0,2,206,13,29,30,299,45,28,19,3,0,0,0,0,0,0,0,0,0,0,1,1,10,0,0,0,0,0,0,9,4,1,0,0,3,436,2519,408,239,0,0,0,0,0,0,0,29,98,562,187,232,1705,0,0,0,164,49,9,38,4,3,1,0,4,3,0,0,521,269,134,859,260,223,1860,44
"고성",14305,1422,854,1401,865,1140,1073,457,951,399,1859,220,3,10,1,1,14,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2144,758,895,1786,1091,385,910,679,6273,534,5295,7493,384,1633,1259,5373,3615,3052,1,860,8029,99306,3447,1058,808,2994,61,161,279,1306,187,246,159,396,207,3054,0,0,0,1992,3,0,0,1,498,220,135,214,148,47,43,3,0,0,1,1,3,0,0,0,0,0,0,4149,0,0,0,2,0,521,111,20,100,10,9,18,44,189,88,106,2,4046,184,164,123,45,519,701,200,232,213,560,798,227,796,544,2338,3121,7526,39354,36325,274,68939,230981,1858968,391,243,172,15,1,5,1,8,0,0,0,3,0,200,299,255,219,214,1,274,72,76,62,69,184,228,44,37,9,2,3,6,4,0,14,955,62,129,106,3946,294,280,47,61,0,0,0,0,0,0,0,0,0,0,5,4,38,0,3,0,0,0,1,206,223,90,5,25,2,402,4038,548,427,0,0,0,0,0,0,0,324,586,1954,1665,1077,5645,0,0,0,566,145,40,190,14,10,5,3,26,14,1,0,1557,1315,800,876,785,382,6539,212
"동고성",2198,426,311,358,676,554,418,146,362,174,770,47,5,1,0,0,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3061,1172,793,928,1115,455,739,505,5650,408,5235,5711,492,1385,1737,6975,1228,907,0,1884,8082,39464,1082,438,276,892,9,34,66,384,45,50,19,134,49,850,0,1,0,824,3,0,0,0,169,75,51,212,26,14,16,2,0,0,1,0,4,1,0,0,1,0,0,1792,0,0,0,0,0,78,40,17,46,3,3,3,23,43,24,27,3,2250,37,71,45,18,166,198,102,107,93,134,239,67,257,153,1312,678,1907,12930,17842,69322,62,19897,317442,168,106,56,2,0,1,0,1,0,0,2,0,0,171,119,130,108,263,0,89,14,16,22,41,62,31,19,11,2,0,0,0,3,0,1,370,26,54,43,974,137,71,20,9,0,0,0,0,0,0,0,0,0,0,6,1,13,0,0,0,0,0,0,12,14,2,0,1,2,233,4574,460,640,0,0,0,0,0,0,0,192,136,636,274,390,3258,0,0,0,235,65,10,96,4,4,0,0,11,2,0,0,425,773,358,191,281,81,1713,83
"북통영",13516,2076,686,1673,1062,1895,1542,715,1879,666,3954,178,8,16,4,5,17,69,1,1,4,1,0,1,2,0,0,0,0,0,0,0,3007,682,1399,3150,2120,565,2217,1624,15018,1156,11275,11507,357,2290,1551,9133,6566,2959,0,1460,20409,129910,3889,1626,1252,3355,100,246,594,1770,314,381,132,555,372,4470,0,0,0,2514,11,2,3,0,552,268,196,272,115,41,87,7,0,1,5,3,7,0,0,0,3,0,0,7358,0,0,0,0,2,296,184,17,161,23,7,13,60,417,127,142,10,7508,285,399,262,129,632,783,259,247,315,565,1244,326,1409,1312,2944,3738,10148,54338,30973,315651,32624,1362,36,545,258,239,4,7,3,1,3,2,3,2,4,5,542,467,603,182,463,0,529,179,154,108,70,289,185,49,33,10,10,12,8,8,2,13,968,52,179,127,4722,283,356,64,119,0,1,0,0,0,0,0,0,0,0,7,1,90,0,2,0,0,0,0,108,185,63,6,44,14,843,12166,1296,676,1,0,0,0,1,0,0,221,859,3412,1939,1926,14424,0,0,0,1192,408,97,271,23,9,6,8,24,12,2,0,1584,2561,1433,1506,1872,535,8692,283
"통영",71631,10250,3849,8042,5252,9809,8218,3346,9970,3289,22181,1171,57,104,36,12,74,154,13,2,7,5,0,0,0,1,2,0,0,1,1,0,11696,3585,6721,15454,11091,2914,10343,6855,80521,5278,45661,52351,2298,10433,8036,39808,21938,10712,1,3887,81625,334779,10555,6147,4596,11256,500,1085,2462,9219,1490,2112,770,2713,1402,16553,1,4,2,14738,31,1,6,0,2639,863,839,740,355,234,394,60,1,20,24,8,34,8,1,2,2,0,1,33547,1,0,1,0,1,1494,1027,179,1107,153,86,178,396,1928,821,774,55,41745,1356,2135,1695,817,3028,3012,1269,1232,1607,3309,6545,1673,6374,3874,12639,12563,33344,127363,85719,1900328,368902,26,235,1898,1322,1195,42,34,26,9,39,7,17,17,25,31,2303,2404,3202,1159,2483,0,2531,923,783,432,364,1348,837,355,214,59,32,71,58,51,14,58,5590,340,967,728,14869,1661,1442,592,388,0,0,0,0,0,0,0,0,0,1,67,7,563,15,15,1,0,3,3,522,382,165,10,130,64,3572,62086,5294,3901,1,2,0,0,0,0,0,1138,4455,16294,9053,11458,74102,0,0,0,6709,2063,531,1451,109,51,27,19,132,93,1,0,6255,13066,7931,7169,9224,1783,37612,1591
"청북",60085,26426,23065,20244,122266,76411,53733,67084,18270,28443,19900,9838,451,1787,1715,901,8232,11545,3549,3272,24208,6021,0,2794,2749,803,7942,1884,2259,1382,5229,952,251,153,326,2953,229,236,215,215,250,29,226,337,212,257,259,369,399,106,0,198,2016,1656,342,685,71,864,78,53,68,223,9,13,16,508,131,619,10231,13512,9287,544607,23078,11818,14447,2765,91667,40953,33214,161411,120864,67638,51492,14668,2384,4479,1676,1399,2937,2295,2270,2234,8707,3515,8931,1831,630,449,716,200,2655,226,194,39,240,23,8,9,23,50,25,31,478,4,3,10,2,0,285,43,162,97,23,16,4,9,2571,3119,1064,536,1011,1608,156,548,186,340,2273,4454,118744,175148,226,793,112,20,118,21,6,44,58,44,133,33,72,96,83,576,8359,977,1440,480,314,744,393,218,175,79,46,72,60,43,20,46,3413,4673,26,7961,254080,64936,13401,206,178,1020,35,74,11,21,10,52,1,19,73,64,14,302,26,140,11211,7,32,19,268,292,86,23,37,148,329,969,288,372,1771,912,302,479,1169,289,739,1632,11751,8695,3763,2103,44,0,1846,1248,26,3,8,51202,1,28736,3263,1373,5878,3973,57685,0,517,1402,3374,2306,570,2219,115,19
"송탄",419061,111890,70600,53959,75860,100359,42985,61861,14481,28275,21838,6480,258,1737,2125,755,6599,8522,3058,4792,18074,6105,0,4858,1839,570,4475,1380,2047,1018,4421,610,109,40,180,3930,189,90,159,86,211,44,180,300,119,196,358,253,330,71,0,54,1561,1029,518,189,31,667,60,41,40,183,6,10,9,294,106,330,6908,7627,3980,281651,15061,4777,11906,1453,75571,30202,39974,49551,34895,15985,23746,7174,727,1705,529,611,942,985,757,990,4708,1523,5216,952,1413,272,496,307,2386,161,222,42,311,45,20,22,66,92,23,39,400,2,2,8,1,2,385,65,546,87,28,8,4,6,2221,2249,464,237,624,1256,106,313,138,255,1882,109640,221,30632,222,469,148,30,196,31,25,51,125,57,61,18,33,71,61,405,24866,2273,2074,627,392,1047,709,391,375,160,143,139,143,117,38,141,36225,5896,3204,5749,140793,39497,11233,477,342,1255,19,29,16,10,20,75,10,34,107,83,42,571,47,336,7122,27,73,27,643,689,278,54,91,206,211,525,195,242,1758,995,295,332,762,174,1292,1257,11865,10060,3661,1987,20,0,1177,721,16,5,17,40497,0,24993,3780,1424,5424,3629,53911,0,384,1069,2744,1819,438,578,248,38
"서안성",313681,84901,61511,100657,37204,178287,39853,31242,12467,19319,16035,4075,309,940,584,494,2903,3127,847,1431,9168,1938,0,865,333,120,1316,266,451,328,1470,269,46,24,118,779,85,104,82,47,99,30,151,237,44,167,92,174,206,57,0,12,924,549,166,122,18,432,36,24,38,174,6,13,6,201,72,211,5547,3587,5766,88619,24840,10726,17508,2653,28478,16293,44450,73890,65334,40321,49610,14239,744,1918,593,743,924,1215,899,1579,6812,3224,2069,1145,339,82,88,52,653,304,295,49,351,62,34,15,73,114,17,36,414,7,3,5,3,2,130,50,100,33,15,8,5,9,1445,1897,287,188,466,962,56,216,97,218,1391,149490,23170,1968,76,164,83,18,81,23,11,24,43,18,37,9,20,12,36,92,22652,1140,802,237,144,350,328,144,169,52,54,46,54,44,15,43,34875,4715,3770,2665,52494,15780,4779,213,154,313,18,33,6,4,5,47,2,14,35,28,16,194,26,130,2624,6,25,9,240,234,95,20,20,98,79,122,65,76,502,334,253,193,256,80,214,1338,10290,8624,2675,1310,14,0,471,277,14,10,7,64514,0,38401,6217,2383,8687,5729,73458,0,266,1116,2364,1180,494,378,174,13
"상주",28871,9677,2737,1356,276,1295,1068,635,1241,1071,3406,352,67,279,434,328,8411,122323,24941,21177,131533,82744,0,10159,4574,1677,10412,940,2389,1866,9661,1596,10,27,37,0,111,55,97,91,306,0,33,37,4,10,11,15,11,4,0,1,44,44,53,19,8,16,263,116,23,29,1,10,2,5,9,20,0,0,1,44148,17,1,2,0,1271,446,196,106,47,51,105,27,0,0,2,0,1,0,0,0,1,1,10933,26,6428,1811,2165,1110,14467,461,500,110,787,128,29,25,68,196,14,61,541,44,3,0,2,0,19064,374,3242,70,97,64,1069,282,72,76,6,4,11,17,0,5,1,10,32,186,145,35,4965,47850,14353,3650,40051,5498,39400,25336,27006,47759,579,97,140,124,51,1166,7904,633,5006,10456,5831,12869,6791,1697,678,180,139,125,138,114,57,130,18856,1173,5614,4619,33871,12239,2976,1129,723,10015,65,56,37,52,32,14,1,11,7,165,53,740,19,33,17530,4,4,1,693,498,160,44,54,114,137,549,112,142,15267,12026,1414,1520,1170,673,1587,134,781,1597,697,383,360,0,2823,1759,4,0,12,244,0,11,3,6,19,25,1,0,2,84,854,27,11,0,127754,4299
"선산",7515,2373,781,1408,932,3651,2720,1115,2718,1268,7543,1411,428,1200,2953,1071,10050,38624,19514,18440,68064,40544,0,6919,2656,778,4180,425,1043,730,2669,412,2,6,31,2,39,36,68,46,86,3,30,32,3,10,5,6,17,5,0,3,52,36,38,19,24,19,316,197,30,22,3,11,0,12,8,36,1,0,0,6499,12,0,4,0,325,184,232,226,125,55,131,16,0,1,0,0,1,0,0,0,0,0,3567,29,2949,1250,1227,515,6119,908,943,152,1228,263,79,29,144,317,16,64,573,45,2,2,0,0,3938,146,1346,132,216,111,1944,663,108,206,2,2,4,16,1,1,1,8,30,516,432,121,50227,2939,3774,1640,8810,1755,6197,10008,13002,35146,651,106,134,39,37,663,2516,274,1325,2037,1014,3654,2592,799,330,143,98,91,137,76,41,134,3602,224,692,807,6103,2195,717,881,903,6562,34,31,19,30,50,26,7,26,5,256,64,590,14,16,4848,10,3,2,486,404,130,29,56,108,120,118,67,29,7385,4935,575,421,484,381,540,255,1809,3491,1767,1008,212,0,819,464,1,0,31,556,0,16,3,4,30,31,1,0,2,242,1826,22,11,4,35032,1212
"감곡",104155,43477,19732,6071,134,354,32,11,121,299,473,74,4,56,77,37,2132,8693,2378,2927,24894,10350,0,3269,1657,701,4994,579,1112,911,4188,803,3,1,15,2,35,22,45,37,114,21,22,12,1,9,2,3,0,0,0,0,38,13,2,2,0,10,51,25,2,6,2,7,1,5,1,4,14,11,12,96619,184,38,120,12,5007,5251,874,179,283,164,274,78,0,1,2,0,7,4,5,1,26,23,6322,25,1165,561,870,487,4928,97,212,39,323,47,15,5,29,133,11,28,420,6,0,1,4,0,120535,1428,16096,370,327,139,747,368,38,30,6,4,10,30,1,3,6,2,24,87,89,44,13098,3794,5345,16872,34048,12663,5414,16715,26263,9248,116,54,78,32,24,386,53822,4054,26744,57173,24632,83912,48337,12253,10300,3513,2183,1716,2448,1703,892,2277,84233,8165,11743,27916,124382,33141,14945,9613,8186,2096,25,23,19,19,65,364,27,170,377,2854,1527,14907,731,862,9064,114,369,114,8834,7549,3878,996,1079,3470,53,152,52,36,2676,1981,497,807,807,431,781,41,254,342,104,30,84,0,1468,864,5,0,6,32,0,17,12,4,12,10,18,0,3,28,75,23,4,3,775222,37184
"북충주",17311,6253,1833,826,70,100,4,0,36,55,93,17,1,41,53,12,807,1891,473,676,3897,1706,0,248,161,83,652,74,102,159,575,110,1,0,1,0,6,2,6,4,15,2,7,5,0,0,2,3,0,1,0,0,5,4,1,3,1,2,3,5,0,2,0,4,0,1,0,4,2,1,4,13782,41,6,24,2,688,396,141,36,62,68,94,19,0,2,0,0,4,0,1,1,1,10,1111,3,346,98,62,62,591,28,41,6,48,10,1,0,7,19,3,4,84,4,0,0,0,0,13762,389,1508,70,58,18,99,56,4,4,0,4,2,5,0,0,6,0,7,32,21,6,2100,1044,17435,550,33654,7628,5336,2513,3508,2351,12,7,4,2,1,115,7555,948,3408,7592,3974,12485,10251,771,755,229,168,71,195,107,46,137,11025,845,1304,3039,14865,3130,2200,677,401,315,3,1,1,0,0,15,2,5,16,137,80,618,52,89,1225,23,18,18,534,466,230,43,64,187,8,20,6,2,534,365,127,87,87,46,125,8,41,66,19,12,11,0,202,115,2,0,4,7,0,6,2,0,1,4,7,0,0,2,6,4,2,1,105357,5672
"충주",82206,23186,6730,4088,273,367,15,10,64,148,390,64,6,243,608,163,6272,23988,7323,8979,77041,21228,0,11279,6223,1500,14057,2612,7043,3240,14399,2670,10,8,34,1,175,120,148,95,414,6,21,42,4,9,4,7,4,1,0,0,33,28,29,12,3,11,157,52,6,13,3,7,0,4,0,9,13,4,13,57053,318,35,177,9,3462,1788,568,208,217,258,532,114,0,8,1,1,0,1,1,2,20,21,22965,11,2577,1233,2122,855,11036,67,111,28,183,34,3,4,13,91,4,17,304,15,0,0,0,2,46259,1460,6181,203,147,49,256,86,18,15,7,8,5,22,1,2,3,9,37,112,105,24,47440,10504,39448,43404,64,25143,16679,35188,48115,24133,293,121,148,313,77,1641,31687,3982,13580,23216,11925,37730,32434,3571,2566,919,815,548,892,548,231,705,43101,3320,6254,13778,63796,15269,10374,3935,2830,4144,54,28,13,16,19,36,5,19,42,835,436,3103,162,295,31389,58,75,25,4609,3627,1998,297,613,1314,166,938,145,218,7424,4254,742,1704,2701,775,2167,20,128,170,62,24,178,0,5418,3229,0,0,6,21,0,14,9,0,7,5,23,0,0,11,50,10,4,1,395794,18499
"괴산",12336,4147,848,511,39,49,10,4,16,40,93,113,22,79,160,45,1396,3419,882,901,10521,4433,0,844,415,264,1936,138,305,331,1491,286,1,1,1,0,9,8,15,9,33,0,4,16,0,5,3,1,4,0,0,0,7,8,4,3,1,8,17,17,4,4,2,0,0,0,2,2,3,1,2,11139,31,6,26,2,585,215,89,32,53,51,92,20,0,0,1,1,0,0,0,1,3,1,2651,8,446,185,235,126,1867,14,35,11,60,13,3,1,12,27,4,4,115,10,0,1,0,0,7803,325,866,32,32,13,52,24,13,4,1,1,1,5,1,1,0,1,7,11,18,5,4066,1549,11632,8847,21990,47,13145,5170,7151,3404,50,11,24,3,16,173,5719,842,2059,5089,2537,6763,6125,849,776,353,196,190,265,248,71,249,7946,627,1219,2443,12081,1781,1777,1667,975,726,12,4,3,4,5,2,0,7,4,279,118,1032,46,78,3100,8,23,9,1135,985,534,139,163,586,17,46,23,18,1077,766,120,252,165,120,254,1,32,51,10,10,41,0,498,284,0,0,2,4,0,2,3,1,0,1,3,0,0,2,16,7,2,0,73633,3776
"연풍",7146,2438,732,318,13,14,13,1,26,14,64,23,2,69,210,56,2781,12351,4764,4442,39390,11505,0,4308,4901,1086,10835,1247,4461,2900,7553,1244,8,0,15,0,55,53,99,68,202,1,3,9,1,1,4,1,3,0,0,0,10,19,15,8,1,3,103,32,3,5,1,1,0,0,1,2,0,0,1,7353,11,0,4,1,257,219,55,16,16,14,28,2,0,0,0,0,0,0,0,0,0,0,14962,3,1274,755,1646,605,6837,10,18,3,29,5,3,0,7,16,0,3,37,6,0,0,0,0,5189,120,695,21,12,9,22,16,4,14,1,0,2,7,0,1,0,1,12,11,7,2,45399,6734,6198,5841,14423,14862,116,58514,118286,24587,171,51,100,61,35,728,3274,136,1368,2918,1704,3695,2208,353,344,98,65,41,58,70,24,59,3956,458,643,2458,8738,2739,734,437,393,2157,30,8,10,6,9,12,2,5,3,95,33,369,32,46,14384,9,9,5,308,210,130,21,59,81,58,445,57,130,3311,2041,450,603,1274,415,1197,2,25,25,9,12,85,0,2456,1527,1,0,0,3,0,0,0,0,0,1,2,0,0,6,19,7,0,0,38170,1430
"문경새재",19239,7388,1743,1035,64,89,39,31,89,155,715,87,30,102,320,144,4934,23936,5320,5254,43170,23604,0,3049,2223,1061,6240,714,1490,1388,5375,970,4,5,11,0,51,44,53,50,222,0,5,15,0,6,1,6,1,0,0,1,21,8,11,6,0,8,65,19,5,14,1,1,0,0,1,7,1,0,0,19875,28,5,18,0,973,440,192,61,60,47,88,20,1,1,0,0,0,1,0,1,3,1,6610,16,2214,767,952,556,5727,71,120,41,181,29,2,2,18,61,4,9,130,6,0,0,0,0,15760,388,2527,57,24,11,69,34,25,17,2,2,2,7,0,2,1,1,12,31,28,5,21912,11126,19709,4508,32395,8597,57240,144,32218,18205,132,39,69,38,40,583,9818,549,3325,8813,4639,10676,6152,895,489,264,145,102,202,168,50,157,13487,956,2578,6263,22355,5163,3155,1020,797,5369,48,17,11,18,5,8,3,0,10,189,68,867,53,45,11382,1,9,9,672,622,208,21,60,191,69,496,48,96,4578,4018,469,628,833,279,835,32,170,266,125,89,130,0,1843,1147,1,0,8,15,0,2,2,0,3,10,0,0,1,23,140,9,0,0,138529,5342
